event_id,1,2,3,4,5,6,7
1,0.0,0.39096665,0.3015739,0.19723147,0.23228106,0.2007766,0.42511114
2,0.39096665,0.0,0.3290358,0.65321577,0.48424044,0.48917872,0.49273616
3,0.3015739,0.3290358,0.0,0.3219938,0.16676451,0.19675407,0.57568073
4,0.19723147,0.65321577,0.3219938,0.0,0.610089,0.5887605,0.44981894
5,0.23228106,0.48424044,0.16676451,0.610089,0.0,0.6208,0.36282888
6,0.2007766,0.48917872,0.19675407,0.5887605,0.6208,0.0,0.40413254
7,0.42511114,0.49273616,0.57568073,0.44981894,0.36282888,0.40413254,0.0
