pupilSize,time_in_ms,time_corrected
833.0,500951,0
830.0,500953,2
828.0,500955,4
829.0,500957,6
829.0,500959,8
829.0,500961,10
829.0,500963,12
831.0,500965,14
830.0,500967,16
830.0,500969,18
832.0,500971,20
829.0,500973,22
826.0,500975,24
826.0,500977,26
825.0,500979,28
825.0,500981,30
823.0,500983,32
821.0,500985,34
822.0,500987,36
824.0,500989,38
820.0,500991,40
821.0,500993,42
821.0,500995,44
821.0,500997,46
821.0,500999,48
819.0,501001,50
817.0,501003,52
819.0,501005,54
820.0,501007,56
819.0,501009,58
818.0,501011,60
817.0,501013,62
818.0,501015,64
818.0,501017,66
819.0,501019,68
818.0,501021,70
816.0,501023,72
815.0,501025,74
816.0,501027,76
815.0,501029,78
813.0,501031,80
813.0,501033,82
813.0,501035,84
810.0,501037,86
811.0,501039,88
812.0,501041,90
811.0,501043,92
811.0,501045,94
813.0,501047,96
812.0,501049,98
811.0,501051,100
812.0,501053,102
812.0,501055,104
813.0,501057,106
811.0,501059,108
812.0,501061,110
812.0,501063,112
811.0,501065,114
808.0,501067,116
804.0,501069,118
806.0,501071,120
806.0,501073,122
805.0,501075,124
808.0,501077,126
806.0,501079,128
804.0,501081,130
803.0,501083,132
806.0,501085,134
806.0,501087,136
804.0,501089,138
804.0,501091,140
803.0,501093,142
801.0,501095,144
800.0,501097,146
801.0,501099,148
801.0,501101,150
801.0,501103,152
802.0,501105,154
802.0,501107,156
801.0,501109,158
798.0,501111,160
798.0,501113,162
799.0,501115,164
799.0,501117,166
801.0,501119,168
802.0,501121,170
802.0,501123,172
802.0,501125,174
802.0,501127,176
802.0,501129,178
802.0,501131,180
802.0,501133,182
801.0,501135,184
799.0,501137,186
797.0,501139,188
797.0,501141,190
798.0,501143,192
796.0,501145,194
796.0,501147,196
796.0,501149,198
796.0,501151,200
796.0,501153,202
798.0,501155,204
801.0,501157,206
802.0,501159,208
800.0,501161,210
800.0,501163,212
800.0,501165,214
800.0,501167,216
804.0,501169,218
811.0,501171,220
814.0,501173,222
814.0,501175,224
818.0,501177,226
832.0,501179,228
840.0,501181,230
833.0,501183,232
823.0,501185,234
743.0,501187,236
656.0,501189,238
550.0,501191,240
466.0,501193,242
365.0,501195,244
316.0,501197,246
316.0,501199,248
,501201,250
,501203,252
,501205,254
,501207,256
,501209,258
,501211,260
,501213,262
,501215,264
,501217,266
,501219,268
,501221,270
,501223,272
,501225,274
,501227,276
,501229,278
,501231,280
,501233,282
,501235,284
,501237,286
,501239,288
,501241,290
,501243,292
,501245,294
,501247,296
,501249,298
,501251,300
,501253,302
,501255,304
,501257,306
,501259,308
,501261,310
,501263,312
,501265,314
,501267,316
,501269,318
,501271,320
,501273,322
,501275,324
,501277,326
,501279,328
,501281,330
,501283,332
,501285,334
,501287,336
,501289,338
,501291,340
,501293,342
,501295,344
,501297,346
,501299,348
,501301,350
,501303,352
,501305,354
,501307,356
,501309,358
,501311,360
,501313,362
,501315,364
,501317,366
,501319,368
,501321,370
,501323,372
,501325,374
,501327,376
,501329,378
,501331,380
,501333,382
,501335,384
,501337,386
,501339,388
,501341,390
,501343,392
,501345,394
,501347,396
,501349,398
,501351,400
,501353,402
,501355,404
,501357,406
,501359,408
,501361,410
,501363,412
,501365,414
,501367,416
,501369,418
,501371,420
,501373,422
,501375,424
,501377,426
,501379,428
,501381,430
,501383,432
,501385,434
,501387,436
,501389,438
,501391,440
,501393,442
,501395,444
,501397,446
,501399,448
,501401,450
,501403,452
,501405,454
,501407,456
,501409,458
,501411,460
,501413,462
,501415,464
,501417,466
,501419,468
,501421,470
,501423,472
,501425,474
,501427,476
,501429,478
,501431,480
,501433,482
,501435,484
,501437,486
,501439,488
,501441,490
,501443,492
,501445,494
,501447,496
,501449,498
,501451,500
,501453,502
,501455,504
,501457,506
,501459,508
,501461,510
,501463,512
,501465,514
,501467,516
,501469,518
,501471,520
,501473,522
,501475,524
,501477,526
,501479,528
,501481,530
,501483,532
,501485,534
,501487,536
,501489,538
,501491,540
,501493,542
,501495,544
,501497,546
,501499,548
,501501,550
,501503,552
,501505,554
,501507,556
,501509,558
,501511,560
,501513,562
,501515,564
,501517,566
,501519,568
,501521,570
,501523,572
,501525,574
,501527,576
,501529,578
,501531,580
,501533,582
,501535,584
,501537,586
,501539,588
,501541,590
,501543,592
,501545,594
,501547,596
,501549,598
,501551,600
,501553,602
,501555,604
,501557,606
,501559,608
,501561,610
,501563,612
,501565,614
,501567,616
,501569,618
,501571,620
,501573,622
,501575,624
,501577,626
,501579,628
,501581,630
,501583,632
,501585,634
,501587,636
,501589,638
,501591,640
,501593,642
,501595,644
,501597,646
,501599,648
