subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1018,Natalie Wood,4,negative,0,815,815,0.7939085014157781,1.1792011407776803
1018,Grandfather Clocks,5,neutral,817,1352,535,-2.795784237954583,0.08650112476615883
1018,Pool Party,6,positive,1354,1728,374,-7.237986691712582,-1.265702265543839
