subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1023,Impatient Billionaire,4,positive,0,330,330,8.68413642379727,0.0053888579545931506
1023,Natalie Wood,5,negative,332,1147,815,7.300307706153319,-1.2274304087531251
1023,Sea Ice,6,neutral,1149,1530,381,10.049818305337373,1.2220415507985318
