subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1040,Grandfather Clocks,4,neutral,0,535,535,1305.59130693749,-1.33823306706507
1040,Impatient Billionaire,5,positive,537,867,330,1402.4370719418205,0.2730746245630225
1040,Dont Look,6,negative,869,1579,710,1450.0443437834551,1.0651584425020437
