subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1010,Grandfather Clocks,4,neutral,0,535,535,1400.048428839057,0.4018367250485697
1010,Impatient Billionaire,5,positive,537,867,330,1343.2241220217516,-1.375182146689359
1010,Dont Look,6,negative,869,1579,710,1418.323747149072,0.9733454216407894
