subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1015,Natalie Wood,4,negative,0,815,815,1631.3289385272356,0.23858413507718032
1015,Grandfather Clocks,5,neutral,817,1352,535,1481.988135374174,-1.3264822795048352
1015,Pool Party,6,positive,1354,1728,374,1712.3716566533037,1.0878981444276525
