subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1003,Natalie Wood,4,negative,0,815,815,-5.550051520357547,0.44065437227372606
1003,Grandfather Clocks,5,neutral,817,1352,535,-2.9395352275014184,0.9434458987671643
1003,Pool Party,6,positive,1354,1728,374,-15.02425996627066,-1.38410027104089
