subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1023,Impatient Billionaire,4,positive,0,330,330,1357.1724607596175,-0.7365341150646133
1023,Natalie Wood,5,negative,332,1147,815,1357.885264194625,-0.6772654015570754
1023,Sea Ice,6,neutral,1149,1530,381,1383.0337475729943,1.4137995166216886
