subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1026,Impatient Billionaire,4,positive,0,330,330,1395.7398119652016,-0.7751868454711911
1026,Natalie Wood,5,negative,332,1147,815,1402.4408285413194,-0.6367668732327215
1026,Sea Ice,6,neutral,1149,1530,381,1501.6209571339616,1.4119537187039266
