subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1019,Grandfather Clocks,4,neutral,0,535,535,2102.10207408958,-0.921163711572961
1019,Impatient Billionaire,5,positive,537,867,330,2148.4021120456655,-0.46871522392530096
1019,Dont Look,6,negative,869,1579,710,2338.5960953953954,1.389878935498262
