subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1021,Natalie Wood,4,negative,0,815,815,1255.0519254699839,-1.4112201016032357
1021,Grandfather Clocks,5,neutral,817,1352,535,1729.858191850447,0.7852553182267091
1021,Pool Party,6,positive,1354,1728,374,1695.424779375557,0.6259647833765276
