subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1032,Impatient Billionaire,4,positive,0,330,330,1105.3275643539155,-0.2674597801911674
1032,Natalie Wood,5,negative,332,1147,815,1079.734823789098,-1.068912596051105
1032,Sea Ice,6,neutral,1149,1530,381,1156.5426321368773,1.3363723762422581
