subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1023,Impatient Billionaire,4,positive,0,330,330,1353.3812576644127,-0.7185822300537961
1023,Natalie Wood,5,negative,332,1147,815,1353.667401735273,-0.6955689154928912
1023,Sea Ice,6,neutral,1149,1530,381,1379.899341729998,1.4141511455466689
