subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1041,Impatient Billionaire,4,positive,0,330,330,417.2494003059491,0.009776235357496598
1041,Natalie Wood,5,negative,332,1147,815,426.8346451797039,1.2198274896834982
1041,Sea Ice,6,neutral,1149,1530,381,407.431832356184,-1.2296037250409948
