subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1045,Natalie Wood,4,negative,0,815,815,-4.807111658821193,1.1432271816033195
1045,Grandfather Clocks,5,neutral,817,1352,535,-8.45442704944613,-1.2925669238492976
1045,Pool Party,6,positive,1354,1728,374,-6.295341286277013,0.14933974224598043
