subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1027,Natalie Wood,4,negative,0,815,815,1433.7619259902815,-0.16046029767488343
1027,Grandfather Clocks,5,neutral,817,1352,535,1570.298566131865,1.2970659510936717
1027,Pool Party,6,positive,1354,1728,374,1342.3195884847373,-1.1366056534187907
