subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1038,Impatient Billionaire,4,positive,0,330,330,980.9931526070693,-0.960401158590133
1038,Natalie Wood,5,negative,332,1147,815,1030.2544897027642,-0.41881121758751305
1038,Sea Ice,6,neutral,1149,1530,381,1193.7971252888449,1.3792123761776485
