subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1034,Grandfather Clocks,4,neutral,0,535,535,-4.445328907579248,-1.3780870821464508
1034,Impatient Billionaire,5,positive,537,867,330,8.084114073934096,0.9641017085865917
1034,Dont Look,6,negative,869,1579,710,5.141289276809468,0.4139853735598588
