subject,story,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1029,Dont Look,negative,0,710,710,1867.2254320862578,0.9223303501192676
1029,Pool Party,positive,712,1086,374,1848.278020783483,-1.389593978973349
1029,Grandfather Clocks,neutral,1088,1623,535,1863.4959257916462,0.46726362885408135
