subject,story,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1013,Pool Party,positive,0,374,374,2060.5956961728684,-1.1081936642231667
1013,Sea Ice,neutral,376,757,381,2134.1747861937447,-0.20677773175011083
1013,Natalie Wood,negative,759,1574,815,2258.389271454461,1.3149713959732776
