subject,story,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1025,Pool Party,positive,0,374,374,1749.7090967710737,-1.0363997384200467
1025,Sea Ice,neutral,376,757,381,2574.854697159883,1.3515105475600284
1025,Natalie Wood,negative,759,1574,815,1998.9514531941616,-0.31511080913997835
