subject,story,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1015,Sea Ice,neutral,0,381,381,2736.2931705787705,0.8474685232156732
1015,Dont Look,negative,383,1093,710,2724.373929636274,0.4501444401641456
1015,Impatient Billionaire,positive,1095,1425,330,2723.1350962566357,0.4088483258399916
1015,Natalie Wood,negative,1427,2242,815,2659.678371518892,-1.7064612892198256
