subject,story,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1021,Sea Ice,neutral,0,381,381,2297.8222040439055,0.49343427722291366
1021,Dont Look,negative,383,1093,710,2288.7992932150123,0.4001990012946535
1021,Impatient Billionaire,positive,1095,1425,330,2329.1854286232824,0.8175158239776998
1021,Natalie Wood,negative,1427,2242,815,2084.4720632092,-1.7111491024952576
