subject,group,story,valence,mean_pupil_size,z_pupil,run
1004,1,Pool Party,positive,0.4227430481025791,0.4227430481025791,run_1
1004,1,Sea Ice,neutral,-0.6124918724548309,-0.6124918724548309,run_1
1004,1,Natalie Wood,negative,0.10350101848249087,0.10350101848249087,run_1
1004,1,Grandfather Clocks,neutral,0.005976641521567954,0.005976641521567954,run_2
1004,1,Impatient Billionaire,positive,-0.10745170493088424,-0.10745170493088424,run_2
1004,1,Dont Look,negative,0.005151524894851042,0.005151524894851042,run_2
