time_in_ms,pupilSize_clean
0.0,2085.9183647357177
20.0,2083.280571734288
40.0,2080.367066485841
60.0,2077.3622204257335
80.0,2074.425829229725
100.0,2071.6752803875056
120.0,2069.1885697039793
140.0,2067.0118278043715
160.0,2065.1598958918858
180.0,2063.621712840128
200.0,2062.380513811116
220.0,2061.43019477249
240.0,2060.7550241949925
260.0,2060.286273879382
280.0,2059.8569611228254
300.0,2059.169845782305
320.0,2057.8154701038775
340.0,2055.3737543067596
360.0,2051.5552231320426
380.0,2046.2740170795212
400.0,2039.6320603876557
420.0,2031.8604518572417
440.0,2023.2550229115263
460.0,2014.1176454434415
480.0,2004.715338434279
500.0,1995.2603199709142
520.0,1985.9098048855485
540.0,1976.7742748119194
560.0,1967.933878677931
580.0,1959.4458470982286
600.0,1951.3369779879147
620.0,1943.5939483241277
640.0,1936.164782214589
660.0,1928.9708884200124
680.0,1921.9262125828377
700.0,1914.9528716973934
720.0,1907.9827311354359
740.0,1900.9388047195553
760.0,1893.7050466441392
780.0,1886.1225136475962
800.0,1878.031472211415
820.0,1869.3300610348028
840.0,1860.0221004008606
860.0,1850.2277242973464
880.0,1840.1415612304977
900.0,1829.969992380867
920.0,1819.8798895394034
940.0,1809.974341849848
960.0,1800.2939708018262
980.0,1790.835647247477
1000.0,1781.5746749298473
1020.0,1772.4913741892008
1040.0,1763.59365729427
1060.0,1754.923915795724
1080.0,1746.5460400892837
1100.0,1738.5161719151322
1120.0,1730.8669413725336
1140.0,1723.6127164437341
1160.0,1716.7646582416005
1180.0,1710.342235958307
1200.0,1704.3769916793349
1220.0,1698.9183622167195
1240.0,1694.0200889539658
1260.0,1689.700964230024
1280.0,1685.9198687032754
1300.0,1682.5839971962632
1320.0,1679.574217408735
1340.0,1676.7714291064792
1360.0,1674.0757926957006
1380.0,1671.4160748499478
1400.0,1668.7497798508234
1420.0,1666.0565822300582
1440.0,1663.32827373364
1460.0,1660.5584221939432
1480.0,1657.7345552816223
1500.0,1654.8351227623255
1520.0,1651.8327958035904
1540.0,1648.704753093089
1560.0,1645.4493603947471
1580.0,1642.107007951504
1600.0,1638.7809277241333
1620.0,1635.6519288371824
1640.0,1632.9798431105824
1660.0,1631.0850528584779
1680.0,1630.3069784477896
1700.0,1630.9440281243735
1720.0,1633.1921025190452
1740.0,1637.1128805817434
1760.0,1642.6505954232416
1780.0,1649.671647442945
1800.0,1657.9942079598284
1820.0,1667.4150595554643
1840.0,1677.7376945600881
1860.0,1688.776758456037
1880.0,1700.3398708272264
1900.0,1712.2040469752112
1920.0,1724.1179725921115
1940.0,1735.825739248253
1960.0,1747.0946260594912
1980.0,1757.7379359585243
2000.0,1767.6164364535493
2020.0,1776.6198507841514
2040.0,1784.6391035119395
2060.0,1791.5524906045189
2080.0,1797.2432300229436
2100.0,1801.6367309004593
2120.0,1804.7295349938413
2140.0,1806.597415203844
2160.0,1807.3903071095901
2180.0,1807.3175549315376
2200.0,1806.6227763838117
2220.0,1805.5471896653944
2240.0,1804.293403589548
2260.0,1803.005547749565
2280.0,1801.7762378104767
2300.0,1800.6588685418071
2320.0,1799.684485166362
2340.0,1798.884564104765
2360.0,1798.3108728793984
2380.0,1798.0446299663392
2400.0,1798.191822694072
2420.0,1798.8602772862516
2440.0,1800.1325637099333
2460.0,1802.0508317155065
2480.0,1804.6088818425142
2500.0,1807.7496245991697
2520.0,1811.370442027815
2540.0,1815.3385414590216
2560.0,1819.5187264183205
2580.0,1823.8138896595478
2600.0,1828.193394485926
2620.0,1832.6935688487251
2640.0,1837.3892013224172
2660.0,1842.3527234205953
2680.0,1847.623328622379
2700.0,1853.1907133270583
2720.0,1858.9908789738188
2740.0,1864.915658014554
2760.0,1870.8237705400365
2780.0,1876.5494733234693
2800.0,1881.926914509432
2820.0,1886.8241074340144
2840.0,1891.174060629346
2860.0,1895.0006867597506
2880.0,1898.4315654496586
2900.0,1901.6864633643224
2920.0,1905.044908681783
2940.0,1908.790776284483
2960.0,1913.1396758915823
2980.0,1918.189907467792
3000.0,1923.9185704639756
3020.0,1930.2130295935763
3040.0,1936.915503394691
3060.0,1943.863657840199
3080.0,1950.9187950429273
