time_in_ms,pupilSize_clean
0.0,1969.7372519142482
20.0,1971.1010463455102
40.0,1972.5011354746464
60.0,1974.0635686211724
80.0,1975.9437217141501
100.0,1978.263473936692
120.0,1981.0367619467459
140.0,1984.1206201538996
160.0,1987.2464973624851
180.0,1990.1244811491256
200.0,1992.5388845490058
220.0,1994.3950158773655
240.0,1995.7098773524526
260.0,1996.5727877613583
280.0,1997.1028633341114
300.0,1997.4198542610593
320.0,1997.6267070584659
340.0,1997.7997821451984
360.0,1997.9864543566575
380.0,1998.2084552522367
400.0,1998.4686529174837
420.0,1998.7590794582782
440.0,1999.0685094379114
460.0,1999.3884646887996
480.0,1999.7169954726876
500.0,2000.059905850322
520.0,2000.4292876093264
540.0,2000.839397125154
560.0,2001.3001672591556
580.0,2001.8090824690833
600.0,2002.342785006719
620.0,2002.8505469324987
640.0,2003.2524346565915
660.0,2003.4452810061575
680.0,2003.319041764146
700.0,2002.784309632522
720.0,2001.808355922068
740.0,2000.4520040579278
760.0,1998.8934281236689
780.0,1997.419388303611
800.0,1996.3648036099407
820.0,1996.0155754570364
840.0,1996.5113932783493
860.0,1997.7777370204683
880.0,1999.5260487295732
900.0,2001.3287603968395
920.0,2002.7294091170315
940.0,2003.3344227659036
960.0,2002.8857578757768
980.0,2001.340708138677
1000.0,1998.9438062679978
1020.0,1996.1923761582057
1040.0,1993.6954234293378
1060.0,1991.9998598683221
1080.0,1991.3917671459628
1100.0,1991.7488365550707
1120.0,1992.5822917547498
1140.0,1993.3406190420624
1160.0,1993.715270562118
1180.0,1993.6730800053951
1200.0,1993.3147109563567
1220.0,1992.7253501345247
1240.0,1991.9056813381783
1260.0,1990.7757687734843
1280.0,1989.2277552873013
1300.0,1987.1756104252836
1320.0,1984.5832782050195
1340.0,1981.4742490307449
1360.0,1977.9350178995337
1380.0,1974.0920604618993
1400.0,1970.066543517057
1420.0,1965.9310138034114
1440.0,1961.6842831789083
1460.0,1957.2762059061486
1480.0,1952.6671547613446
1500.0,1947.8783005093294
1520.0,1942.9972977623343
1540.0,1938.1506481094534
1560.0,1933.465719470179
1580.0,1929.0276519593638
1600.0,1924.8749075315657
1620.0,1921.021912782122
1640.0,1917.457116248806
1660.0,1914.135369047544
1680.0,1910.979211865004
1700.0,1907.8973984551412
1720.0,1904.78527477338
1740.0,1901.5073067189307
1760.0,1897.9006050037356
1780.0,1893.8223067814586
1800.0,1889.2399659133894
1820.0,1884.2871764064134
1840.0,1879.2331511835123
1860.0,1874.4163108112195
1880.0,1870.15074414689
1900.0,1866.6505724070364
1920.0,1864.0303374190948
1940.0,1862.3518025379894
1960.0,1861.6574371990216
1980.0,1861.9479030070434
2000.0,1863.1424266563877
2020.0,1865.081352132692
2040.0,1867.5575236504749
2060.0,1870.3432690698114
2080.0,1873.2013021363673
2100.0,1875.9332989919578
2120.0,1878.434783849322
2140.0,1880.6909356124816
2160.0,1882.7439239145187
2180.0,1884.669764079385
2200.0,1886.5573442816149
