event_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
33,0.2383456,0.24158576,0.1351662,0.1124586,0.19022094,0.16764815,-0.0028267885,0.16956185,-0.018118674,0.28435794,0.10130986,0.25940767,0.22149816,0.26189405,0.15591374,0.1686616,0.12788133,0.2096803,0.108086206,0.11752837,0.00056145934,0.13613437,0.08549641,0.14117473,0.016612092,0.06813137,0.19122826,0.21026027,0.15238385,0.24969281,0.21702956,0.24991237,0.0,0.51305544,0.11252291,0.22395772,0.16774276,0.07298272,0.056645557,0.14857718,0.279186,0.045957126,0.16504876,0.08633782,0.02643298,0.013134897,0.052685678,-0.030940786,0.018213134,0.11448245,0.02375627,0.04688963,-0.08084454,-0.027618561,0.12386315
34,0.32588738,0.404094,0.19111523,0.24588136,0.29573426,0.18629503,0.059901156,0.30058792,0.20606248,0.2818595,0.26524448,0.32743815,0.25771907,0.2563533,0.23488766,0.27711284,0.26248738,0.2737938,0.2344065,0.13599283,0.089607395,0.26435244,0.17411432,0.27397332,0.16659814,0.14057842,0.23120211,0.31144375,0.34061518,0.28251678,0.2270867,0.27195007,0.51305544,0.0,0.27892405,0.34717065,0.30695322,0.20557576,0.15139318,0.28093493,0.36528233,0.28352672,0.120259576,0.32178983,0.14191222,0.19941787,0.07712643,0.16894577,0.15229622,0.1338437,0.050335787,0.19512592,0.08751459,0.08429092,0.15896663
35,0.43845618,0.3381631,0.25316978,0.19501783,0.2012391,0.23568107,0.06462764,0.24619465,0.1248315,0.25098467,0.16281988,0.23239188,0.3451756,0.33333534,0.2242428,0.19225079,0.2192654,0.2230994,0.14408222,0.13214898,0.089266494,0.39687875,0.22499664,0.27316627,0.3554834,0.3958668,0.2731069,0.3692066,0.2511751,0.19637388,0.22118652,0.2416909,0.11252291,0.27892405,0.0,0.33822843,0.30069184,0.33536714,0.36738858,0.43562877,0.3404566,0.30072305,0.37242708,0.2747657,0.29857337,0.2212395,0.14748663,0.13111013,0.1618529,0.3708841,0.22282311,0.16874152,0.30429727,0.30072534,0.26279795
36,0.34900218,0.40987042,0.34537327,0.1890082,0.48820952,0.44568214,0.09149429,0.37287483,0.20142639,0.31655693,0.18918867,0.43955398,0.4245366,0.28097627,0.21863212,0.45668426,0.30650693,0.5452053,0.41072592,0.20946799,0.16031206,0.24613857,0.3255339,0.47021642,0.33581343,0.38118723,0.41730738,0.59238863,0.45087436,0.21131124,0.43267643,0.35357893,0.22395772,0.34717065,0.33822843,0.0,0.591693,0.5876128,0.36769718,0.45750856,0.5112016,0.17450996,0.25819534,0.39231944,0.42481178,0.2958906,0.29705882,0.2909278,0.343122,0.4738473,0.21700118,0.363072,0.38599733,0.45163682,0.49367523
37,0.37918344,0.40541923,0.36763525,0.17326595,0.32662433,0.30286902,0.030931793,0.3259458,0.15583639,0.33928445,0.12462481,0.4012289,0.31965846,0.27259973,0.26657426,0.27548888,0.2234084,0.36031824,0.31244585,0.15240638,0.2034957,0.28083065,0.18146387,0.4348128,0.27696967,0.39815325,0.2862308,0.42640394,0.49389857,0.16296908,0.3673116,0.4071154,0.16774276,0.30695322,0.30069184,0.591693,0.0,0.46490067,0.23645137,0.40408298,0.44281006,0.19400556,0.18401715,0.24944833,0.30409998,0.15343043,0.2629091,0.34378937,0.30380443,0.43501484,0.18919359,0.4137136,0.44074333,0.43804777,0.47895202
38,0.37026596,0.4143494,0.3109825,0.21223342,0.35467258,0.3105209,0.11538053,0.35266435,0.15354234,0.4162702,0.16196123,0.4378602,0.40656018,0.3484931,0.13730827,0.1953992,0.14852743,0.46743998,0.32516152,0.252203,0.023616184,0.3979842,0.21248357,0.4260778,0.34954008,0.45389423,0.39755803,0.43187368,0.28159085,0.16563809,0.39924705,0.31552857,0.07298272,0.20557576,0.33536714,0.5876128,0.46490067,0.0,0.3626048,0.34639028,0.4806253,0.18632413,0.21362075,0.14598414,0.32598475,0.20509173,0.3516431,0.19331625,0.31455344,0.36998898,0.27377445,0.22726202,0.32517278,0.40458032,0.3940451
39,0.22056296,0.2944731,0.11888374,0.169691,0.16742611,0.23213264,0.1274373,0.13478126,0.07370312,0.10830057,0.21147914,0.11747635,0.3165503,0.16592088,0.10081623,0.2416809,0.19687925,0.2090542,0.11337823,0.18884218,0.13181801,0.23658696,0.1814216,0.21431658,0.26296747,0.16263998,0.18861671,0.25291947,0.2891686,0.2347077,0.17478174,0.16357759,0.056645557,0.15139318,0.36738858,0.36769718,0.23645137,0.3626048,0.0,0.35719895,0.2632764,0.23330116,0.07203433,0.1922567,0.13687135,0.2552201,0.18336749,0.18964663,0.1773986,0.17232837,0.19972113,0.20064206,0.12774739,0.17110413,0.21864611
40,0.3085608,0.23022997,0.2537332,0.25334844,0.26119998,0.36675635,0.12440445,0.27612752,0.22365905,0.294419,0.16428666,0.23598962,0.29203653,0.25560528,0.16748738,0.37763354,0.3922971,0.3022725,0.26357856,0.118923396,0.23580283,0.29214445,0.22225423,0.24256238,0.20876071,0.29088986,0.21479493,0.32153666,0.39761204,0.28396067,0.17514916,0.23786691,0.14857718,0.28093493,0.43562877,0.45750856,0.40408298,0.34639028,0.35719895,0.0,0.65071726,0.33197087,0.2235786,0.3149752,0.35766146,0.30086577,0.23624119,0.21110134,0.32228777,0.4097844,0.26807824,0.28821608,0.35824117,0.27966157,0.40412062
41,0.32161805,0.25893447,0.42525318,0.2871122,0.34432465,0.3941605,0.090702005,0.40331757,0.18268071,0.41353866,0.1446467,0.43469298,0.34649462,0.39426887,0.15650548,0.31802285,0.25313574,0.46541393,0.35939074,0.17398718,0.12594862,0.25279424,0.192887,0.365191,0.2233842,0.31610298,0.3104841,0.4558624,0.346412,0.19712834,0.32444358,0.38246644,0.279186,0.36528233,0.3404566,0.5112016,0.44281006,0.4806253,0.2632764,0.65071726,0.0,0.2085607,0.41083908,0.31046912,0.45845708,0.19129404,0.32716262,0.15065426,0.25266004,0.39036685,0.34573483,0.2591381,0.39320707,0.30314982,0.43944642
42,0.28420895,0.33454287,0.10919265,0.16301444,0.15105082,0.2515879,0.22906223,0.38882405,0.20133075,0.20820042,0.2149094,0.263732,0.23440175,0.21628305,0.26365942,0.21887985,0.49575913,0.23250373,0.21075425,0.1415468,0.24353956,0.2976287,0.21209061,0.18989463,0.25964782,0.2311047,0.22567862,0.22488242,0.2551749,0.16404602,0.30161488,0.16799115,0.045957126,0.28352672,0.30072305,0.17450996,0.19400556,0.18632413,0.23330116,0.33197087,0.2085607,0.0,0.14864293,0.23338279,0.18108448,0.28860483,0.14283386,0.10046937,0.195956,0.27209213,0.26343942,0.33171546,0.13080576,0.14888951,0.18659064
43,0.29969737,0.20339388,0.32152343,0.050463255,0.20259355,0.22536504,0.060338687,0.31000486,0.025371216,0.20211281,0.062208347,0.20844565,0.24876973,0.22864826,0.09561901,0.11078241,0.19682935,0.23118362,0.1499856,0.10221148,0.015143336,0.21370302,0.16442062,0.17778693,0.19385493,0.25448823,0.2677288,0.31397164,0.15985103,0.01847318,0.16195756,0.19643852,0.16504876,0.120259576,0.37242708,0.25819534,0.18401715,0.21362075,0.07203433,0.2235786,0.41083908,0.14864293,0.0,0.21521829,0.47730565,0.20894891,0.3127544,0.054193906,0.050248496,0.35859358,0.33878186,0.099076055,0.2788765,0.24448954,0.19048853
44,0.2840914,0.19279219,0.15796155,0.1536259,0.2605661,0.2930652,0.18080756,0.2773974,0.11839296,0.080240816,0.13907085,0.3103725,0.22919968,0.13509753,0.13293537,0.4886647,0.2890712,0.20442188,0.23636045,0.02904338,0.16166773,0.16106828,0.34471172,0.26737475,0.25067484,0.16210562,0.29986262,0.30731708,0.31100684,0.098120704,0.20946121,0.14225753,0.08633782,0.32178983,0.2747657,0.39231944,0.24944833,0.14598414,0.1922567,0.3149752,0.31046912,0.23338279,0.21521829,0.0,0.34572983,0.37247154,0.19488181,0.25227025,0.21647736,0.17392427,0.31912994,0.20756494,0.25222033,0.1538283,0.18165919
45,0.22457908,0.1866282,0.22502369,0.0446853,0.26610845,0.25096402,0.0498382,0.31648356,0.14807692,0.17531095,0.033358473,0.32106036,0.22841448,0.10591548,0.072642714,0.27809608,0.26254308,0.2934308,0.28347296,0.045041963,0.13325432,0.09105333,0.24741334,0.26596105,0.18606928,0.24487844,0.2737249,0.344268,0.3019871,0.14098248,0.2247286,0.22704512,0.02643298,0.14191222,0.29857337,0.42481178,0.30409998,0.32598475,0.13687135,0.35766146,0.45845708,0.18108448,0.47730565,0.34572983,0.0,0.29964137,0.4519186,0.24343798,0.2728588,0.4534675,0.48346108,0.26508605,0.60206515,0.44514441,0.43244
46,0.15785202,0.20805587,0.083417945,0.07590425,0.14171022,0.20468725,0.030517824,0.2166061,0.061328646,0.16515148,0.20525451,0.0869469,0.19295266,0.09915735,0.21356583,0.31865782,0.25990087,0.2066426,0.12788989,0.137225,0.24571194,0.13558465,0.17737138,0.088979885,0.09966458,0.0562604,0.17351095,0.15430325,0.21742465,0.24120015,0.110045224,0.122950815,0.013134897,0.19941787,0.2212395,0.2958906,0.15343043,0.20509173,0.2552201,0.30086577,0.19129404,0.28860483,0.20894891,0.37247154,0.29964137,0.0,0.33640957,0.29214227,0.38416123,0.269162,0.36673224,0.22313465,0.35209957,0.10113735,0.2962016
47,0.15655561,0.24958092,0.23834187,0.109982,0.2753317,0.26857468,-0.048384227,0.28884217,0.1055349,0.2641382,0.15478,0.32919455,0.23893924,0.26547563,0.10053459,0.23306851,0.18545203,0.36947286,0.3410793,0.16618851,0.15776743,0.16311921,0.21205494,0.2589421,0.20342647,0.24696876,0.21783376,0.3172205,0.24108697,0.21337587,0.31025788,0.21321349,0.052685678,0.07712643,0.14748663,0.29705882,0.2629091,0.3516431,0.18336749,0.23624119,0.32716262,0.14283386,0.3127544,0.19488181,0.4519186,0.33640957,0.0,0.38697934,0.3124033,0.38291955,0.4543905,0.30085996,0.44605494,0.37793523,0.328831
48,0.107131936,0.3536542,0.118139066,0.11459698,0.23945844,0.18488303,0.11003945,0.26448777,0.21529205,0.17379947,0.08316337,0.19115257,0.18354584,0.13890594,0.20079874,0.278722,0.2085421,0.24666198,0.2669836,0.22135742,0.27719873,0.114831954,0.21340603,0.20328183,0.2032184,0.14721194,0.22103158,0.21267128,0.3048286,0.17302981,0.22824663,0.1856045,-0.030940786,0.16894577,0.13111013,0.2909278,0.34378937,0.19331625,0.18964663,0.21110134,0.15065426,0.10046937,0.054193906,0.25227025,0.24343798,0.29214227,0.38697934,0.0,0.44335708,0.23471734,0.2929814,0.5828655,0.32101467,0.20986438,0.21711282
49,0.26030165,0.3033847,0.17492566,0.12582399,0.21335182,0.23605865,0.09101268,0.25217986,0.13204154,0.20129304,0.115237474,0.22487377,0.17674613,0.1490354,0.27424547,0.2322616,0.20604299,0.3087054,0.22932312,0.12740909,0.15451646,0.12607145,0.1922623,0.14552954,0.16058691,0.22396839,0.33567768,0.26623783,0.22703637,0.22783357,0.21864384,0.25218424,0.018213134,0.15229622,0.1618529,0.343122,0.30380443,0.31455344,0.1773986,0.32228777,0.25266004,0.195956,0.050248496,0.21647736,0.2728588,0.38416123,0.3124033,0.44335708,0.0,0.2867238,0.32051614,0.48911864,0.42056635,0.19233876,0.48055738
50,0.25163093,0.30354938,0.24005406,0.015661752,0.28029427,0.2965395,-0.022106355,0.25515193,0.07549764,0.23631063,0.10997134,0.31920412,0.32565835,0.2324143,0.2233872,0.2796224,0.21512441,0.37890506,0.264656,0.07207773,0.23227018,0.19443117,0.20887849,0.30165222,0.27356437,0.40969813,0.24481365,0.33972025,0.326143,0.17272562,0.31552738,0.28097427,0.11448245,0.1338437,0.3708841,0.4738473,0.43501484,0.36998898,0.17232837,0.4097844,0.39036685,0.27209213,0.35859358,0.17392427,0.4534675,0.269162,0.38291955,0.23471734,0.2867238,0.0,0.3632912,0.2983128,0.49832892,0.42375144,0.4746698
51,0.18166116,0.29702705,0.15629345,0.1694705,0.24253243,0.3858106,0.16120607,0.37612426,0.18010154,0.24501115,0.119865164,0.29296705,0.2834126,0.22407597,0.12029133,0.22717461,0.24541584,0.3376617,0.27369788,0.19663775,0.25146717,0.23284113,0.22964269,0.28844726,0.22146706,0.26652157,0.32686925,0.34508818,0.17572694,0.22052658,0.31145665,0.20759642,0.02375627,0.050335787,0.22282311,0.21700118,0.18919359,0.27377445,0.19972113,0.26807824,0.34573483,0.26343942,0.33878186,0.31912994,0.48346108,0.36673224,0.4543905,0.2929814,0.32051614,0.3632912,0.0,0.31085724,0.32924888,0.27643472,0.34131497
52,0.20616364,0.42194384,0.21219161,0.1757029,0.25395906,0.27290884,0.13918318,0.42042735,0.1319533,0.2530795,0.02115075,0.35076436,0.21400976,0.29811656,0.31262827,0.20994362,0.29335943,0.35764343,0.35461155,0.18616822,0.29097503,0.16492939,0.2420843,0.22037598,0.24454637,0.18025693,0.28748834,0.31557894,0.24364723,0.18298705,0.3644989,0.24252078,0.04688963,0.19512592,0.16874152,0.363072,0.4137136,0.22726202,0.20064206,0.28821608,0.2591381,0.33171546,0.099076055,0.20756494,0.26508605,0.22313465,0.30085996,0.5828655,0.48911864,0.2983128,0.31085724,0.0,0.33889085,0.34928113,0.31562114
53,0.21713243,0.19613717,0.2502863,0.021605486,0.2447712,0.24117124,-0.024408845,0.2862752,0.17701995,0.10433784,0.09359527,0.2140964,0.16742231,0.16170521,0.05354423,0.3066444,0.24409631,0.28420842,0.2109513,0.038719147,0.1452173,0.12446093,0.15112309,0.31760675,0.21034992,0.28893125,0.24815147,0.31759277,0.29414693,0.21348962,0.19283825,0.34137723,-0.08084454,0.08751459,0.30429727,0.38599733,0.44074333,0.32517278,0.12774739,0.35824117,0.39320707,0.13080576,0.2788765,0.25222033,0.60206515,0.35209957,0.44605494,0.32101467,0.42056635,0.49832892,0.32924888,0.33889085,0.0,0.48753095,0.5915434
54,0.22597928,0.28650397,0.30960363,0.15575242,0.34107018,0.44725806,0.051465306,0.34697708,0.11384185,0.22796002,0.054449946,0.39585572,0.28361207,0.32072514,0.084611244,0.1942358,0.20821181,0.4071321,0.3678235,0.19510932,0.1894038,0.25329694,0.20354979,0.4254073,0.28053114,0.35110787,0.30561236,0.38148975,0.31078082,0.17253986,0.39572477,0.23102535,-0.027618561,0.08429092,0.30072534,0.45163682,0.43804777,0.40458032,0.17110413,0.27966157,0.30314982,0.14888951,0.24448954,0.1538283,0.44514441,0.10113735,0.37793523,0.20986438,0.19233876,0.42375144,0.27643472,0.34928113,0.48753095,0.0,0.48493543
55,0.22357778,0.2111864,0.2519953,0.06930494,0.25192562,0.37153798,0.010068377,0.31746334,0.19710714,0.22460398,0.08605348,0.34402966,0.34108818,0.1726156,0.16361457,0.2573797,0.18100667,0.3812181,0.2562176,0.08957695,0.14054891,0.12747861,0.123470396,0.29216638,0.22913837,0.36366394,0.34255552,0.35400826,0.30039832,0.2406445,0.30474856,0.32749966,0.12386315,0.15896663,0.26279795,0.49367523,0.47895202,0.3940451,0.21864611,0.40412062,0.43944642,0.18659064,0.19048853,0.18165919,0.43244,0.2962016,0.328831,0.21711282,0.48055738,0.4746698,0.34131497,0.31562114,0.5915434,0.48493543,0.0
