TR,pupilSize
1,908.5675731422385
2,1144.4209906802898
3,788.9511298912216
4,1133.0856679156816
5,830.5839533483725
6,924.9760870892367
7,1093.3042818861616
8,1191.3999056922871
9,998.6463723233702
10,1259.5649710244977
11,1058.9428052738406
12,1280.6541519025504
13,1022.3915038299338
14,1158.2340350668994
15,1264.986579922032
16,1175.517856760055
17,1257.412832088916
18,1021.3965137896349
19,1208.9812357695612
20,826.7615576889042
21,1257.614264933105
22,1163.4870180818743
23,926.1224154125179
24,1301.4933829151364
25,743.1169720599635
26,1185.6326575492137
27,1004.5958202364673
28,851.7902036530357
29,1122.9027398781818
30,817.980300554676
31,1157.4714081808022
32,1233.9061098751297
33,447.0905025343843
34,1145.4765134599688
35,1115.66288337479
36,961.2661607879942
37,889.3248204683571
38,1181.5049742683175
39,1021.6665553614268
40,1153.0645158467878
41,630.9128647372632
42,1135.1129569443676
43,1090.1298543410762
44,1081.2731061423926
45,929.7611190935105
46,1118.9301597462932
47,1071.1191851110568
48,1112.2288233285353
49,1056.2089127507002
50,1264.8115149879782
51,1263.3481925002845
52,1309.5313599082774
53,985.708222258481
54,1230.3160921783
55,876.8106381493428
56,1080.4484549168894
57,1230.8612944027564
58,1174.4553107879035
59,1093.6874728155549
60,1260.9738575641486
61,1215.4589422189542
62,1082.002071176423
63,1332.1906194046903
64,1039.0384665220884
65,1299.2072546625513
66,1302.6368464845264
67,1048.7742149554765
68,1095.2981143352633
69,1011.8105906830932
70,1182.5546860278043
71,496.22833392951156
72,1120.8348654207632
73,1040.051898967858
74,1003.665538341836
75,958.8333795456763
76,1148.1557798348176
77,1153.8036845612846
78,652.1839167618314
79,1238.5412058411293
80,972.7764109415845
81,909.9543980357537
82,1202.410658473509
83,1123.7305788073475
84,870.8479485331812
85,1053.5483439824702
86,1208.4538532420881
87,1093.5329767096666
88,1116.967066969978
89,1173.8938138303142
90,1010.1237763527757
91,914.493723822271
92,1091.4586734462162
93,1160.9765280725835
94,1104.357294125888
95,1149.5619367341037
96,943.4350071106109
97,1078.7588955882231
98,1166.4596080215006
99,945.0216917088906
100,1235.9853456851192
101,1221.2573555927097
102,1078.7305837114443
103,1269.6296841177946
104,1329.5624903680373
105,1027.4280604652586
106,1300.2671689481501
107,1338.9758498176172
108,1247.3404674139333
109,1218.7196237462874
110,1352.065651133848
111,1334.217953741467
112,1291.7326413268622
113,1102.1949686453152
114,1392.6717508333625
115,1197.4347901949484
116,1261.3151371962429
117,1306.1012313890722
118,1296.2880525663595
119,1237.3937491151169
120,1165.4684022973008
121,1263.810802422728
122,1387.449625230198
123,1428.190965038945
124,920.4644240561346
125,1065.385859267646
126,1326.892775060632
127,1172.6404869052953
128,891.5957776910178
129,1392.9741999652115
130,1344.3868977993704
131,1311.936151375389
132,1370.8626109617364
133,1245.28652401789
134,1197.74544373236
135,1349.711060136669
136,1437.0005711406457
137,1365.0204771181204
138,1261.2973834859533
139,845.7434732600526
140,1419.1074286171456
141,1147.9861033414054
142,1097.2241823281868
143,1492.4882865243007
144,1128.4391463323375
145,1299.288604602749
146,1370.0006025206646
147,1121.5195006577676
148,1282.124597705959
149,1307.5786587040932
150,1282.6985826093194
151,1055.5430732816
152,1346.6560194971096
153,1237.9402369587708
154,1413.6142917923482
155,1206.1466984872322
156,1324.9809376287253
157,1322.1779475738833
158,1241.0184895657444
159,1461.2931832280706
160,1192.8851580934215
161,1229.620903163356
162,1353.8635891839156
163,1265.1328567605292
164,1232.1473983959636
165,836.4082903251885
166,1292.5487988893228
167,958.0797073168767
168,1223.6484869543897
169,1288.8570632404233
170,1024.0790406413944
171,1318.7367821974701
172,1180.3796960767793
173,1159.7853480065455
174,1342.4178111369777
175,1274.0381106530942
176,1246.4291764950474
177,1039.9310898562064
178,1055.0674534571822
179,940.6428593754779
180,1167.3208160360962
181,837.1414812214373
182,973.3059513807524
183,964.05855173922
184,830.7650145342957
185,1094.6965136050476
186,1024.0305883025612
187,1176.2113265959263
188,1135.8605571423684
189,1304.3589635390063
190,1006.8569027856096
191,1176.0779124064863
192,1345.946950617615
193,1284.8275454343097
194,1206.7068871362026
195,1381.0251521274154
196,1172.6866533534621
197,1211.1572428789532
198,1356.4422158524433
199,1036.0506008682798
200,1321.397806259805
201,1305.3002250970728
202,1136.8969403846945
203,1325.8012753732746
204,1342.7258519428085
205,1270.6823318960435
206,931.6536806904495
207,1280.5390653862148
208,1120.5387603194185
209,1097.6117832603686
210,1045.5511385063571
211,1118.908993030453
212,1052.0603950824586
213,1238.373806932189
214,1095.2294623520456
215,1434.0357895599948
216,1264.162633551758
217,1124.130235958702
218,1057.0907277082856
219,1303.838769907836
220,1164.7187850648215
221,966.2105931311713
222,1154.7259901443426
223,1223.059572895416
224,977.7322430158974
225,892.5456762746384
226,954.1005245819382
227,1004.2536962750372
228,1267.6428976842055
229,860.9881279273479
230,1298.9927857106131
231,1050.7171817831847
232,1142.7258238312563
233,1177.3098031850157
234,1279.3124947309825
235,1213.2595234706278
236,1205.3835254637988
237,1152.3978970045293
238,1109.7218581593347
239,1172.9236314211373
240,1089.2732880211672
241,902.743749786923
242,895.7316654511758
243,888.3661039055635
244,743.4131918460355
245,1006.2265560015265
246,1073.681587187676
247,1069.297784166612
248,1155.9623725037125
