TR,pupilSize
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,3.676086956521739
28,7.352173913043478
29,1291.8402327950996
30,1324.579080806991
31,1331.2141007659943
32,1337.8491207249972
33,1344.4841406840005
34,1351.1191606430034
35,1357.7541806020067
36,1364.3892005610098
37,1371.024220520013
38,1377.6592404790163
39,1384.2942604380191
40,1390.9292803970225
41,1397.5643003560253
42,1404.1993203150287
43,1410.8343402740318
44,1417.4693602330349
45,1424.104380192038
46,1430.739400151041
47,1437.374420110044
48,1444.0094400690475
49,1450.6444600280508
50,1457.2794799870535
51,1463.9144999460568
52,1470.5495199050597
53,1477.184539864063
54,1483.8195598230661
55,1490.4545797820692
56,1497.0895997410728
57,1503.7246197000754
58,1510.359639659079
59,1516.9946596180816
60,1523.629679577085
61,1530.264699536088
62,1536.8997194950907
63,1543.5347394540943
64,1550.1697594130974
65,1556.8047793721003
66,1032.9380153287025
67,844.5359607218682
68,888.3700017692852
69,932.2040428167023
70,976.0380838641188
71,1019.8721249115358
72,1063.7061659589529
73,1107.5402070063692
74,1151.3742480537862
75,1195.2082891012033
76,1239.0423301486198
77,1282.8763711960369
78,1326.710412243454
79,1370.5444532908703
80,1414.3784943382873
81,1458.2125353857043
82,1502.0465764331211
83,1545.880617480538
84,1589.7146585279545
85,1633.5486995753715
86,1677.3827406227886
87,1721.2167816702056
88,1765.0508227176222
89,1570.2214612175217
90,1693.362450975381
91,1567.8383214977853
92,1291.76925872093
93,1022.6041089367285
94,937.7185510760835
95,940.2950894210367
96,942.8716277659897
97,945.4481661109427
98,948.0247044558957
99,950.6012428008488
100,953.1777811458018
101,955.7543194907547
102,958.3308578357078
103,960.9073961806608
104,963.4839345256139
105,966.0604728705667
106,968.6370112155199
107,971.2135495604729
108,973.7900879054259
109,976.366626250379
110,978.9431645953321
111,981.5197029402849
112,984.096241285238
113,986.6727796301909
114,989.2493179751441
115,991.8258563200969
116,994.4023946650501
117,996.9789330100031
118,999.5554713549561
119,1002.1320096999091
120,1004.7085480448623
121,1007.2850863898151
122,1009.8616247347679
123,1012.4381630797212
124,1015.0147014246742
125,1017.5912397696271
126,1020.1677781145802
127,1022.7443164595331
128,1025.320854804486
129,1027.8973931494393
130,1030.4739314943922
131,1033.0504698393454
132,1035.6270081842983
133,1038.2035465292513
134,1040.7800848742042
135,1043.3566232191574
136,1045.9331615641104
137,1048.5096999090636
138,1051.0862382540163
139,1053.6627765989695
140,1056.2393149439224
141,1058.8158532888754
142,1061.3923916338285
143,1063.9689299787815
144,1066.5454683237342
145,1069.1220066686874
146,1071.6985450136403
147,1074.2750833585935
148,1076.8516217035467
149,1079.4281600484994
150,1082.0046983934524
