TR,pupilSize
1,37.624108266609205
2,32.04999751172314
3,34.77798696509686
4,-64.43250458349031
5,-240.51132318920122
6,-351.7504682030748
7,-340.8808239631285
8,-301.1490273413499
9,-264.59812696716375
10,-194.41836558039108
11,-90.45833808289457
12,-9.490687703493794
13,-6.770493745112129
14,-60.62538106028515
15,-103.126844480453
16,-121.91180072337379
17,-179.35363823288665
18,-271.4295092968489
19,-308.4020725184383
20,-236.13512342509398
21,-113.86926874312536
22,-31.908295246467777
23,-42.07411254147916
24,-103.39199148910551
25,-118.40124055415637
26,-45.42628076611368
27,19.010914335472698
28,-44.96091573993019
29,-215.27089698958582
30,-346.23912775630237
31,-340.57874715730867
32,-231.51333761427017
33,-81.45343796276106
34,74.34883356428888
35,204.3546992124466
36,278.8950144190032
37,301.87206613303096
38,306.60889906117217
39,301.3914672131611
40,267.16277776087964
41,207.01991548959674
42,154.90799718202507
43,126.91491517125719
44,94.63325799093701
45,24.72200751166755
46,-61.62317659376943
47,-86.14247071965798
48,14.852348159606725
49,189.57856741858475
50,311.10597196040123
51,275.4762651733787
52,132.21206556939381
53,-9.225434863224178
54,-109.60044781873616
55,-180.66806250744895
56,-206.2402826850016
57,-166.91128783785837
58,-94.4010032425075
59,-38.374703829318435
60,-31.502557632726678
61,-86.46763228623168
62,-172.97154342836777
63,-227.06789788331918
64,-177.09758919586048
65,-19.393942326755067
66,171.73953383831451
67,329.2429378407911
68,431.8238106617629
69,447.86984483623235
70,362.00214163434896
71,230.3746032206245
72,113.79855922401748
73,38.01468524833495
74,23.9984205074188
75,54.89288352523828
76,41.26864255802866
77,-93.23573634307533
78,-260.1641741418722
79,-305.471409500317
80,-206.7412780595209
81,-104.38863830238682
82,-132.0387641162204
83,-259.1868481246925
84,-332.5048123484362
85,-262.2821299233685
86,-99.61396907561378
87,67.16968426595281
88,172.9524627583103
89,200.7741503901327
90,175.14615684010903
91,113.02268867349707
92,37.168839002240084
93,-9.080829843196062
94,-23.51859380505048
95,-46.86260415900392
96,-82.73788537376473
97,-108.50201727418654
98,-107.01423723704909
99,-76.47331301656804
100,-52.57280556505654
101,-58.71926652891348
102,-57.10876217128368
103,-23.702321097149444
104,20.793244087559433
105,56.01637580044878
106,72.56960949203769
107,62.51237714894668
108,34.10848353636031
109,10.54282028763435
110,13.95897941301676
111,44.737085753264545
112,76.14967122735972
113,74.09578438049999
114,26.71504180566452
115,-35.89318672498904
116,-79.68037770794315
117,-82.72356152951771
118,-28.47715884204125
119,68.41269365710512
120,162.70499361657653
121,216.5243430177532
122,199.05039199328868
123,95.4192774573815
124,-43.10375251912033
125,-100.90696053390472
126,-15.913367385911826
127,126.47602366415387
128,207.2272513060027
129,166.70095959726123
130,27.465096911464453
131,-149.3285826824005
132,-267.7092407574
133,-264.50080989560064
134,-176.5920033137523
135,-85.35565740407712
136,-55.43657583975382
137,-96.88376120186592
138,-148.31977493823803
139,-167.34449683162313
140,-161.97466196186727
141,-115.309812411672
142,-24.169894428281076
143,53.39695505774367
144,73.1652892788932
145,46.92877459385216
146,-17.606868793408196
147,-112.19804420839434
148,-192.38905858432216
149,-213.1294118911137
150,-165.80687829873986
151,-67.93209687543346
152,58.674812228442136
153,172.7416653672933
154,249.5251784333825
155,294.3253022256913
156,326.51180991585653
157,338.40780998301886
158,281.59303883248003
159,144.98175832775775
160,-19.94809536177249
161,-153.86954478370362
162,-230.80400665253316
163,-235.53655473503093
164,-139.49505006296113
165,44.50016677473177
166,218.98829310021864
167,302.06021435859475
168,278.45000278517455
169,164.05695916528776
170,19.3772530546553
171,-46.22824664522975
172,8.202894895039586
173,99.56818394299455
174,146.0518856967274
175,152.18659104345514
176,157.4804130249233
177,138.7597048344921
178,55.044802427482246
179,-54.601569674384116
180,-142.428795063141
181,-200.5203336418205
182,-226.87690040191754
183,-222.4311833587709
184,-206.03655918772375
185,-198.90733354638223
186,-186.27821752103432
187,-123.59938013511373
188,-24.242552376293478
189,32.80786407440929
190,-6.534756648846393
191,-92.54704549229487
192,-140.2418236397731
193,-113.45748226167774
194,-46.26322749988705
195,10.242173390334798
196,45.1886036900474
197,86.54942962028545
198,118.47017403277422
199,94.96934645527811
200,50.83252117634414
201,65.91115900343067
202,148.11591073047907
203,216.83652926619345
204,198.62425859268092
205,90.26295906823772
206,-53.60611985757125
207,-122.23536143472636
208,-50.32047345403794
209,64.7891096502371
210,84.98207304892203
211,-12.261409064266317
212,-117.6731619998822
213,-139.11449150525695
214,-101.34749622848568
215,-93.70138644247508
216,-131.87082844800324
217,-150.82512660362406
218,-122.02563530946081
219,-90.35127715034238
220,-70.94388412984951
221,-5.576193666965744
222,96.30800339958445
223,124.89673500553015
224,16.66668821095504
225,-117.81555466461697
226,-150.24525697843222
227,-82.79154788749021
228,-26.156858341231597
229,-24.793070315035717
230,-13.74703650889963
231,43.01295576042841
232,79.44614987798724
233,30.080532562747084
234,-64.26279179919368
235,-129.81779004777826
236,-137.44181970207924
237,-99.53486446089951
238,-35.7025252518499
239,50.997862977562015
240,151.96996083007426
241,241.29084545592522
242,295.0021774739267
243,303.1356450596179
244,255.14330174992298
245,169.64039164193917
246,108.1486647983086
247,116.35869037105815
248,159.04327904222214
249,181.6327946371992
250,166.61478650850796
251,124.91433332230054
252,58.51057695946961
253,-19.222456201031697
254,-55.27549060494649
255,-24.663506467015317
256,27.10093609675022
257,50.257138037368236
258,32.57868489964141
259,-23.015542539699894
260,-145.41179845755605
261,-349.90504461283473
262,-554.3348230312561
263,-633.1239422219046
264,-521.1013038802736
265,-268.2541828377143
266,11.477085989487321
267,204.67117708984296
268,250.26998831255491
269,183.07066993753912
270,97.0043245122466
271,50.266349743343675
272,43.501434999818315
273,84.94471491009868
274,150.6418333930054
275,145.8653785563576
276,6.109134114333241
277,-204.24925801649334
278,-347.0867051687488
279,-298.4264154300304
280,-99.25086002683582
281,115.9172722948359
282,243.4781513321986
283,265.7700947707494
284,213.91034529751806
285,112.57441765207486
286,8.356676304222429
287,-19.274862558270286
288,40.35352881956715
289,84.91410938031623
290,40.905098808136124
291,-39.648311452300916
292,-64.55182737260252
293,-37.039869934122905
294,-26.361238240079466
295,-37.58601913992338
296,-33.26750925139518
297,-23.27865646857451
298,-52.47768304673615
299,-127.27510057853806
300,-199.5808375522105
301,-215.94127958661355
302,-155.4854713759657
303,-55.225263414701956
304,37.465423252456105
305,102.86580047231409
306,131.33580435088373
307,111.65905654278498
308,68.1116103932533
309,50.611858824756844
310,65.45186999119665
311,42.277269245102865
312,-63.97860514256385
313,-182.99029572233326
314,-191.84705484229562
315,-74.46283707721354
316,64.38216449162734
317,138.1234974984332
318,128.0971856890605
319,95.05828256628557
320,107.11014047679794
321,156.16301061095385
322,191.45903692503057
323,178.5349917687765
324,115.12035531404186
325,31.27641560604121
326,-27.759584109798812
327,-50.69753286083017
328,-65.94583840648271
329,-95.7477251176533
330,-111.56721641629768
331,-75.89600367319986
332,-27.80028872728517
333,-19.212415324612593
334,-47.866224850889786
335,-99.56603725426977
336,-184.96017902965946
337,-281.6766987580549
338,-306.6209511758691
339,-186.9753019530222
340,11.709532614875547
341,161.73403084616314
342,221.3098308265084
343,239.77111761309672
344,263.1848331389042
345,286.8388621941773
346,284.3377267382681
347,247.11638836116407
348,167.45191402377816
349,24.211569734393457
350,-151.53846393936138
351,-265.9384566318049
352,-241.13879907985455
353,-114.42314164520815
354,17.855661594172183
355,94.82683296276562
356,110.52229676925002
357,85.29141215241992
358,55.85414817765728
359,75.15477977238714
360,144.70999046405979
361,204.8070943361453
362,206.146538928095
363,173.96910223752843
364,150.3654007969588
365,118.58338552252454
366,67.74257817319891
367,52.31871241221903
368,91.69273526511748
369,128.26554706609807
370,96.50500380644989
371,-9.636219850537744
372,-135.37065650790993
373,-195.43615801891846
374,-144.99409455096122
375,-58.331589813195734
376,-31.474599295467353
377,-67.07748982638341
378,-95.60967765203894
379,-109.83019208969745
380,-178.0398416322586
381,-296.81097265878356
382,-362.95531832820205
383,-301.1306871977603
384,-168.65102235881778
385,-77.39629636471882
386,-91.62867738227352
387,-167.76842785975248
388,-234.47892126573078
389,-254.98621045020712
390,-231.6878084924407
391,-181.78824747022435
392,-125.57832430799257
393,-89.45416981527516
394,-87.83526802816779
395,-99.29050427128192
396,-81.59356029064374
397,-47.37245525263069
398,-59.188353395416954
399,-100.11714365400042
400,-75.93392439514771
401,41.63934430424301
