subject,group,story,valence,event_num,transcript,event_start_sec,event_end_sec,event_duration_sec,mean_pupil_size,z_pupil,run
1003,3,Natalie Wood,negative,,[music],0.0,12.0,12.0,1.3347853552282118,1.3347853552282118,run_2
1003,3,Natalie Wood,negative,1.0,"One hand, one heart, even death won't part us now. Those dreamy lyrics from West Side Story sound like a promise, don't they? A vowing of undying love between two star crossed lovers, played to perfection, a Richard Bamer, and Natalie Wood. Together they became the faces of one of Hollywood's most iconic musicals, leaving audiences in awe for generations.",12.0,36.0,24.0,0.7589886397912515,0.7589886397912515,run_2
1003,3,Natalie Wood,negative,2.0,"But here's the kicker. If anyone needed a little undying love, or heck maybe even just a hug, it was Natalie Wood. Beneath the glitz and the glamour, her life was more tragic backstory than fairy tale ending.",36.0,51.0,15.0,0.057502401435092186,0.057502401435092186,run_2
1003,3,Natalie Wood,negative,3.0,"Born in 1938 in San Francisco, Natalie Wood entered the world with stars practically stitched into her baby blanket, and a family ready to cash in on them. Her parents, Nikolai and Maria Zakarinko, were Russian immigrants chasing the ever-illusive American dream.",51.0,70.0,19.0,0.3863819626092468,0.3863819626092468,run_2
1003,3,Natalie Wood,negative,4.0,Unfortunately their dream came with a catch. They were pretty sure their ticket to success was wrapped up in their talented little daughter.,70.0,78.0,8.0,0.24668124704774017,0.24668124704774017,run_2
1003,3,Natalie Wood,negative,5.0,"By the time Natalie was four, she was trotted off to work in front of the camera, perfecting her doe-eyed innocence while her dad perfected his drinking habit. Meanwhile, her mom Maria was less supportive cheerleader and more strict Soviet drill sergeant.",78.0,94.0,16.0,0.6846943969098086,0.6846943969098086,run_2
1003,3,Natalie Wood,negative,6.0,"Keeping Natalie and her sisters on a schedule so tight, it could have been designed by a bond villain. Maria even added a little flair by scaring the daylights out of them at every single opportunity.",94.0,105.0,11.0,-0.13572735417441617,-0.13572735417441617,run_2
1003,3,Natalie Wood,negative,7.0,"Fun childhood, right? Here's where strict parenting veered into the straight up bizarre.",105.0,111.0,6.0,0.2559907935089274,0.2559907935089274,run_2
1003,3,Natalie Wood,negative,8.0,"After a gypsy fortune teller warned Maria that one of her daughters would die in dark open water, she turned the family home into a live action final destination. The unlucky doomed daughter, Natalie, their golden goose and Maria's retirement plan. Growing up under this prophecy was anything but idealic. Natalie avoided water like she was cursed. Even steering clear of the backyard pool she'd one day own in her Hollywood hay day, a glamorous starlit with a fear of her own luxury.",111.0,142.0,31.0,-0.33802636477505194,-0.33802636477505194,run_2
1003,3,Natalie Wood,negative,9.0,"Dramatic? Sure, but when your mom acts like Poseidon's got your number, the deep end is off limits.",142.0,149.0,7.0,-0.7578071398870329,-0.7578071398870329,run_2
1003,3,Natalie Wood,negative,10.0,"Still, Natalie's on-screen presence was pure sunshine. Soft, warm and captivating, she dazzled audiences and became a household name by her teens. Girls across America didn't just admire her, they wanted to be her, perfect hair and all.",149.0,166.0,17.0,-0.8381382392399278,-0.8381382392399278,run_2
1003,3,Natalie Wood,negative,11.0,"Time wasn't on Natalie's side, and the injenue act couldn't last forever. ",166.0,171.0,5.0,-0.395929262889179,-0.395929262889179,run_2
1003,3,Natalie Wood,negative,12.0,"Enter, rebel without a cause. As Judy, a rebellious teen stirring the pots, Natalie shed her innocent image and stepped into the role light years from her real life personality. Sharing the screen with James Dean, she proved she was more than a sweet face.",171.0,188.0,17.0,0.14924314108175193,0.14924314108175193,run_2
1003,3,Natalie Wood,negative,13.0,"This was her transformation. Hollywood had boxed her in for years, but with one defiant role, Natalie broke free. Audiences could not get enough.",188.0,198.0,10.0,-0.2533086962745961,-0.2533086962745961,run_2
1003,3,Natalie Wood,negative,14.0,"As she grew into a Hollywood icon, her talent only deepened. Eleven Academy Award nominations later, with ten wins under her belt, Natalie Wood wasn't just a star, she was THE star. Her life sparkled like a fairy tale.",198.0,213.0,15.0,-0.30435566610535175,-0.30435566610535175,run_2
1003,3,Natalie Wood,negative,15.0,"But fairy tales gloss over the ugly truths. Beneath Hollywood's glittering veneer lay a far darker story, one the cameras didn't capture.",213.0,222.0,9.0,-0.7086086282684206,-0.7086086282684206,run_2
1003,3,Natalie Wood,negative,16.0,"By this time, Natalie's father, Nikolai, had fully embraced his role as the family drunk, a position he held with alarming dedication. His drinking soon turned violent, adding another layer of chaos to an already oppressive household.",222.0,237.0,15.0,-0.1254078951467079,-0.1254078951467079,run_2
1003,3,Natalie Wood,negative,17.0,"Meanwhile, Maria was still in charge, running the show with an iron fist and a steady stream of terrifying prophecy reminders, because nothing says family bonding, like ominous predictions about your watery demise.",237.0,250.0,13.0,0.19942274521653763,0.19942274521653763,run_2
1003,3,Natalie Wood,negative,18.0,"For Natalie, there was no escape. At home, her parents manipulated her every move, ensuring the money kept pouring in. On set, directors used their own brand of coercion to squeeze out the perfect performance. Wherever she went, Natalie was boxed in by people who saw her as a means to an end rather than a person. It wasn't just control, it was soul crushing, and Natalie had nowhere to turn.",250.0,275.0,25.0,-0.10663547987773497,-0.10663547987773497,run_2
1003,3,Natalie Wood,negative,19.0,"From an early age, Natalie learned to see danger everywhere. Not the playful, under the bed kind, but real, tangible threats no one protected her from. Instead of shielding her, those around Natalie often nudged, sometimes shoved, her straight into harm's way.",275.0,292.0,17.0,0.06959295513226745,0.06959295513226745,run_2
1003,3,Natalie Wood,negative,20.0,"At home, some dangers were oddly comforting, like her doll collection, which came alive to keep her company. It's cute until you realize that's just lonely child code for ""I had no one else.""",292.0,305.0,13.0,0.09599904914147657,0.09599904914147657,run_2
1003,3,Natalie Wood,negative,21.0,"But the more sinister dangers, those were very real, lurking beyond her understanding, waiting to strike.",305.0,312.0,7.0,-0.355958998208874,-0.355958998208874,run_2
1003,3,Natalie Wood,negative,22.0,"By 15, Natalie's life became a full-blown Hollywood soap opera. When she came home with big news, her high school sweetheart had proposed, she'd said, ""Yes,"" she probably expected congratulations.",312.0,325.0,13.0,-0.2380431596494824,-0.2380431596494824,run_2
1003,3,Natalie Wood,negative,23.0,"Instead, she got Maria's wrath, a level of fury that could have made the devil himself take notes. ",325.0,331.0,6.0,-0.5938101936000836,-0.5938101936000836,run_2
1003,3,Natalie Wood,negative,24.0,"Maria wasn't just angry, she was calculating. To her, Natalie's high school Romeo wasn't just a distraction, he was a threat to her iron grip on Natalie's career and the family's golden ticket.",331.0,344.0,13.0,-0.7571925103937197,-0.7571925103937197,run_2
