frequency,power
0.0,1671.3689906695442
0.001226993865030675,1636.7058014889994
0.00245398773006135,1559.3691205865289
0.003680981595092025,1582.4818475905988
0.0049079754601227,1601.2208355405749
0.006134969325153374,1619.228513680113
0.00736196319018405,1592.301160862927
0.008588957055214725,1569.2570590837884
0.0098159509202454,1616.8613892359363
0.011042944785276074,1684.53721578049
0.012269938650306749,1632.7582347938703
0.013496932515337423,1627.923223592478
0.0147239263803681,1616.7435377939544
0.015950920245398775,1644.591291779223
0.01717791411042945,1665.1134494165499
0.018404907975460124,1682.679108262224
0.0196319018404908,1642.8836335022697
0.020858895705521473,1680.026250904445
0.022085889570552148,1752.0999803361926
0.023312883435582823,1762.0995320349489
0.024539877300613498,1747.3529256296292
0.025766871165644172,1731.7404168009864
0.026993865030674847,1694.6124155964972
0.02822085889570552,1719.8383147608995
0.0294478527607362,1806.0150626300074
0.030674846625766874,1810.0449366308328
0.03190184049079755,1802.9968080801623
0.033128834355828224,1796.6496633306383
0.0343558282208589,1805.31459315515
0.03558282208588957,1918.342633785768
0.03680981595092025,1934.0888471571498
0.03803680981595092,1855.418439205446
0.0392638036809816,1906.4274312111424
0.04049079754601227,2003.0171988665027
0.04171779141104295,1968.7424057363328
0.04294478527607362,1994.3690829757004
0.044171779141104296,1988.1218595128285
0.04539877300613497,2154.6396190512974
0.046625766871165646,2133.9190199496743
0.04785276073619632,2171.7610197054237
0.049079754601226995,2183.890303109712
0.05030674846625767,2128.30879675897
0.051533742331288344,2267.9232833837464
0.05276073619631902,2213.027449482282
0.053987730061349694,2366.6986678449816
0.05521472392638037,2308.082718733506
0.05644171779141104,2492.999621329563
0.05766871165644172,2459.532071298635
0.0588957055214724,2530.9654809328526
0.060122699386503074,2505.3500218819913
0.06134969325153375,2864.4325872410272
0.06257668711656442,2115.740434562804
0.0638036809815951,2869.9789998080378
0.06503067484662577,2662.6959039524672
0.06625766871165645,2495.5459625095864
0.06748466257668712,3981.6231584557167
0.0687116564417178,3036.5301818004186
0.06993865030674846,2984.5708483654307
0.07116564417177915,2129.633344994698
0.07239263803680981,6571.9766927019655
0.0736196319018405,5016.089665630428
0.07484662576687116,4209.261108421165
0.07607361963190185,4856.912332421059
0.07730061349693251,4336.32149350102
0.0785276073619632,2176.847001895316
0.07975460122699388,3070.6838853675667
0.08098159509202454,8837.74079518028
0.08220858895705523,5368.732307077247
0.0834355828220859,6132.827225411303
0.08466257668711658,2824.431269729818
0.08588957055214724,12798.953900598483
0.08711656441717792,2953.851617123767
0.08834355828220859,8653.137879771035
0.08957055214723927,12569.570853781763
0.09079754601226994,12073.900947692951
0.09202453987730062,5794.646695323272
0.09325153374233129,761.1940707662153
0.09447852760736197,2700.2969707777447
0.09570552147239264,1823.248340267734
0.09693251533742332,569.5001531033581
0.09815950920245399,502.72741446024304
0.09938650306748467,11507.10980996569
0.10061349693251534,20445.958066187733
0.10184049079754602,101625.53218285672
0.10306748466257669,15342.12959893533
0.10429447852760737,12208.575959441825
0.10552147239263804,11747.942622872619
0.10674846625766872,42178.38798995448
0.10797546012269939,48799.86978770072
0.10920245398773007,10999.363798272523
0.11042944785276074,25986.048092024317
0.11165644171779142,150338.85819363454
0.11288343558282209,15571.57226323814
0.11411042944785277,99035.91554215417
0.11533742331288344,14244.622655728126
0.11656441717791412,35925.53584446553
0.1177914110429448,58598.636005356086
0.11901840490797547,25743.72790376831
0.12024539877300615,12281.647231809526
0.12147239263803682,43376.88522374815
0.1226993865030675,144129.6018087619
0.12392638036809817,8213.377646210623
0.12515337423312883,19642.33236786194
0.12638036809815953,30609.17071295339
0.1276073619631902,55235.059127794986
0.12883435582822086,8624.283345235577
0.13006134969325153,62422.252856967665
0.13128834355828223,108210.59972025675
0.1325153374233129,67961.94127053744
0.13374233128834356,95275.2878481336
0.13496932515337423,8447.777931060618
0.13619631901840493,7591.766416483232
0.1374233128834356,159073.27038759334
0.13865030674846626,83327.76658087678
0.13987730061349693,85340.50237456433
0.14110429447852763,93725.50411537538
0.1423312883435583,168609.35772780926
0.14355828220858896,15257.939534917057
0.14478527607361963,10995.817463357036
0.14601226993865032,7381.114719838667
0.147239263803681,72487.72096379
0.14846625766871166,108895.3409017824
0.14969325153374233,27663.217720910234
0.15092024539877302,41677.711998501574
0.1521472392638037,90397.90146656476
0.15337423312883436,14852.54139702024
0.15460122699386503,122738.88062829412
0.15582822085889572,19804.69232930985
0.1570552147239264,92418.34547781921
0.15828220858895706,35527.14302502523
0.15950920245398775,2355.65924287324
0.16073619631901842,23049.742879998405
0.1619631901840491,6151.280095945915
0.16319018404907976,66275.90712014727
0.16441717791411045,5500.71522871807
0.16564417177914112,1723.3322700189335
0.1668711656441718,21285.191863465676
0.16809815950920245,43992.07204825423
0.16932515337423315,9604.713658514402
0.17055214723926382,64331.295193941696
0.17177914110429449,148328.91340028474
0.17300613496932515,2273.87612519698
0.17423312883435585,46066.95300750759
0.17546012269938652,27135.028750767888
0.17668711656441718,81105.07518427365
0.17791411042944785,21364.654134197746
0.17914110429447855,41535.9781225902
0.18036809815950922,4886.776406911651
0.18159509202453988,24644.238479670854
0.18282208588957055,23814.36915179405
0.18404907975460125,58519.82457684059
0.18527607361963191,48715.54285711766
0.18650306748466258,33119.50547850064
0.18773006134969325,16680.798826576953
0.18895705521472395,25175.094335845562
0.1901840490797546,20867.056448917414
0.19141104294478528,5609.31372434945
0.19263803680981595,112181.63981482657
0.19386503067484664,118232.63931751827
0.1950920245398773,4993.2215083305155
0.19631901840490798,75448.52905315442
0.19754601226993868,39677.66340801122
0.19877300613496934,35781.834591074614
0.2,65179.274776937185
0.20122699386503068,77286.7912004688
0.20245398773006137,16119.184199318832
0.20368098159509204,31173.815333656123
0.2049079754601227,105688.3468439405
0.20613496932515338,95432.77589319965
0.20736196319018407,55335.44469358306
0.20858895705521474,16331.785036856092
0.2098159509202454,8855.54272491783
0.21104294478527608,83024.17615845565
0.21226993865030677,24677.641645266995
0.21349693251533744,45328.25450416356
0.2147239263803681,11400.082425936478
0.21595092024539878,70702.95051317824
0.21717791411042947,47445.483974055016
0.21840490797546014,30366.792423637624
0.2196319018404908,35804.01136738373
0.22085889570552147,8024.909641907819
0.22208588957055217,23487.23030364225
0.22331288343558284,12643.887731551677
0.2245398773006135,11442.700662953226
0.22576687116564417,37515.71118677027
0.22699386503067487,24179.60502454163
0.22822085889570554,81333.19158477563
0.2294478527607362,58448.30080583646
0.23067484662576687,89129.10410304391
0.23190184049079757,16847.225785704002
0.23312883435582823,54115.95918627115
0.2343558282208589,1910.0427411673659
0.2355828220858896,14351.379862453818
0.23680981595092027,34081.40024270759
0.23803680981595093,125944.67583867273
0.2392638036809816,70624.95006118726
0.2404907975460123,62348.78019601512
0.24171779141104296,34710.4961342392
0.24294478527607363,16293.980040690529
0.2441717791411043,6421.950639864987
0.245398773006135,68749.00956572565
0.24662576687116566,11404.528819605486
0.24785276073619633,5875.29884040903
0.249079754601227,27684.904511430366
0.25030674846625767,4905.354477667598
0.25153374233128833,1615.6787115587701
0.25276073619631906,33098.123621007784
0.2539877300613497,1818.9365852135586
0.2552147239263804,6696.770050933396
0.25644171779141106,5175.475946010505
0.25766871165644173,20352.283375022984
0.2588957055214724,27422.62087099316
0.26012269938650306,18821.077882516394
0.26134969325153373,9193.823620408544
0.26257668711656446,30104.28190307643
0.2638036809815951,13379.55684147177
0.2650306748466258,19677.305970845067
0.26625766871165646,2539.099666088707
0.2674846625766871,34944.815465321604
0.2687116564417178,2452.5706527368616
0.26993865030674846,8400.214808304137
0.27116564417177913,2120.767174039967
0.27239263803680985,7757.7768533866465
0.2736196319018405,1329.8320336244192
0.2748466257668712,4721.6643779142205
0.27607361963190186,14782.42831446638
0.2773006134969325,26924.395275406892
0.2785276073619632,799.8356295843658
0.27975460122699386,31348.404150127346
0.2809815950920246,14006.545503659965
0.28220858895705525,9081.685657936008
0.2834355828220859,6488.573906582664
0.2846625766871166,1864.1246810905932
0.28588957055214725,8723.85858400399
0.2871165644171779,4986.365016266615
0.2883435582822086,2372.503679014031
0.28957055214723926,7896.507512885377
0.29079754601227,7755.384003544473
0.29202453987730065,23919.324509904913
0.2932515337423313,2114.760490322593
0.294478527607362,4134.493734526991
0.29570552147239265,3703.615735105672
0.2969325153374233,1730.3302247112574
0.298159509202454,2455.323669365423
0.29938650306748466,763.2839780063539
0.3006134969325154,589.7034284972073
0.30184049079754605,21234.28345749423
0.3030674846625767,9630.02714204657
0.3042944785276074,4701.813993373561
0.30552147239263805,4254.217271960522
0.3067484662576687,2012.2983887175776
0.3079754601226994,37.94870237494346
0.30920245398773005,5673.999710767485
0.3104294478527608,7497.979704399465
0.31165644171779144,1706.9684592142175
0.3128834355828221,3507.8004212861742
0.3141104294478528,5046.718682579109
0.31533742331288345,4365.716699423332
0.3165644171779141,2598.2279197580137
0.3177914110429448,8005.699764049415
0.3190184049079755,208.89325735434002
0.3202453987730062,4721.7918723893
0.32147239263803684,2369.2857724425367
0.3226993865030675,648.692752969174
0.3239263803680982,5132.799075910678
0.32515337423312884,1119.5985913264622
0.3263803680981595,5745.7463565114485
0.3276073619631902,573.3403584265299
0.3288343558282209,421.8268475514832
0.33006134969325157,3844.659545999789
0.33128834355828224,151.2391049452767
0.3325153374233129,982.5445297190603
0.3337423312883436,98.41272750091908
0.33496932515337424,948.2185300907944
0.3361963190184049,774.1727241351026
0.3374233128834356,440.60447728193145
0.3386503067484663,2805.4060770812707
0.33987730061349697,1465.813678652127
0.34110429447852764,279.71837979517676
0.3423312883435583,1047.2217484946839
0.34355828220858897,2307.225690941188
0.34478527607361964,162.63041800362143
0.3460122699386503,502.55174739687317
0.347239263803681,1091.2319399950072
0.3484662576687117,406.391495411115
0.34969325153374237,390.59390520288315
0.35092024539877303,145.11771712473558
0.3521472392638037,817.5025662925894
0.35337423312883437,854.5092032980508
0.35460122699386504,341.8217309341782
0.3558282208588957,280.8706802920405
0.35705521472392643,177.8989653531488
0.3582822085889571,15.740635870413461
0.35950920245398776,77.93869234879583
0.36073619631901843,1207.896853854545
0.3619631901840491,427.3516791942473
0.36319018404907977,632.9169181355414
0.36441717791411044,253.65948497914638
0.3656441717791411,199.33234233632788
0.3668711656441718,643.0154480359225
0.3680981595092025,379.0907479199192
0.36932515337423316,565.8434122156833
0.37055214723926383,498.87779048341224
0.3717791411042945,421.22406580979
0.37300613496932516,223.44728710372266
0.37423312883435583,157.4961380968422
0.3754601226993865,317.98303249437294
0.3766871165644172,171.03169152005677
0.3779141104294479,157.14694634425487
0.37914110429447856,200.21519992609493
0.3803680981595092,341.5057142903937
0.3815950920245399,190.35232659492374
0.38282208588957056,58.21941404218789
0.38404907975460123,231.0330248324229
0.3852760736196319,221.9195098154943
0.3865030674846626,105.7564598021766
0.3877300613496933,96.73028917663102
0.38895705521472396,23.30885815571022
0.3901840490797546,110.24375111569508
0.3914110429447853,34.30336899031903
0.39263803680981596,76.6447741570365
0.39386503067484663,6.314843378943128
0.39509202453987735,386.36890692999185
0.396319018404908,220.01572103784451
0.3975460122699387,115.00681778926997
0.39877300613496935,22.21372774987734
0.4,97.7570587434482
0.4012269938650307,53.54670260414138
0.40245398773006136,72.04690789489446
0.403680981595092,38.63255066016638
0.40490797546012275,83.35752683031545
0.4061349693251534,36.042628273228864
0.4073619631901841,75.01713010640012
0.40858895705521475,110.57094417372299
0.4098159509202454,58.02108712441102
0.4110429447852761,75.02019912615854
0.41226993865030676,42.22469180507535
0.4134969325153374,73.25176959852351
0.41472392638036815,71.9848933820838
0.4159509202453988,19.42163636841652
0.4171779141104295,92.2227321974869
0.41840490797546015,60.87060425696997
0.4196319018404908,25.868127476672647
0.4208588957055215,54.143353371217444
0.42208588957055215,66.93996943708666
0.4233128834355828,84.40715552199536
0.42453987730061354,22.08617380669816
0.4257668711656442,106.6260270669712
0.4269938650306749,64.13742446195705
0.42822085889570555,26.691602442010243
0.4294478527607362,69.84779279250115
0.4306748466257669,63.38187871626407
0.43190184049079755,36.649496883268874
0.4331288343558283,50.67374922122234
0.43435582822085894,5.28942856027319
0.4355828220858896,12.883393175696941
0.4368098159509203,44.87062084865866
0.43803680981595094,28.54613757399854
0.4392638036809816,63.11325535502454
0.4404907975460123,9.704714857795944
0.44171779141104295,16.004009495591475
0.44294478527607367,17.15888260516489
0.44417177914110434,13.813550346359177
0.445398773006135,31.436847121137657
0.4466257668711657,27.11440226993039
0.44785276073619634,36.04055318645336
0.449079754601227,16.37110438827931
0.4503067484662577,18.947581803567413
0.45153374233128835,5.672347063827744
0.45276073619631907,23.26587017700885
0.45398773006134974,18.311721664918068
0.4552147239263804,36.85594171343305
0.4564417177914111,18.782645467666672
0.45766871165644174,25.10611218616355
0.4588957055214724,37.81386777563341
0.4601226993865031,13.048925784729319
0.46134969325153374,27.234645394147904
0.46257668711656447,23.929417452007296
0.46380368098159513,23.618324221709884
0.4650306748466258,27.804187157951688
0.46625766871165647,23.557164944406626
0.46748466257668714,22.692553331850526
0.4687116564417178,36.60401918758274
0.4699386503067485,31.0190900463291
0.4711656441717792,19.357651171196235
0.47239263803680986,30.111372575977576
0.47361963190184053,24.37773999004474
0.4748466257668712,22.3236108987906
0.47607361963190187,35.61165507634497
0.47730061349693254,29.187909315637967
0.4785276073619632,26.891385760013023
0.47975460122699387,21.008148766502973
0.4809815950920246,25.263239242150323
0.48220858895705526,21.1483223513166
0.48343558282208593,7.885850056536417
0.4846625766871166,15.162289555236903
0.48588957055214727,13.277827326041505
0.48711656441717793,18.174744970393224
0.4883435582822086,9.488863987688827
0.48957055214723927,14.04009675197913
0.49079754601227,15.254930689029159
0.49202453987730066,23.24822585651502
0.4932515337423313,12.298153377687079
0.494478527607362,7.3254853504972495
0.49570552147239266,5.004335976324973
0.49693251533742333,13.703934797580397
0.498159509202454,2.511315723939193
0.49938650306748467,9.70158535481765
