subject,group,story,valence,event_num,transcript,event_start_sec,event_end_sec,event_duration_sec,mean_pupil_size,z_pupil,run
1013,1,Pool Party,positive,,[applause],0.0,12.0,12.0,0.4404041185892247,0.4404041185892247,run_1
1013,1,Pool Party,positive,1.0,"So, like many other younger children, when I was little, I lived what I call a phase-to-phase lifestyle. And this was pretty much, I was defined by whatever phase I was in. And these phases would be like TV shows or books or something that I just become obsessed with and devote my entire existence to and then have that whole thing completely shift in like a week. ",12.0,35.0,23.0,0.6046655537930572,0.6046655537930572,run_1
1013,1,Pool Party,positive,2.0,And this would become a big dilemma come birthday time when grandma was getting me hot wheels when I had already fully transitioned into Power Rangers territory.,35.0,43.0,8.0,0.293732024263995,0.293732024263995,run_1
1013,1,Pool Party,positive,3.0,"But there was something different to my phases and that was that I had this theme to them like this overarching theme and that was the color red. And it wasn't anything satanic or it was just, I really love the color red and all characters and things associated with it.",43.0,59.0,16.0,0.2494458834095591,0.2494458834095591,run_1
1013,1,Pool Party,positive,4.0,"I remember I was five years old and in the back seat of a rental car that my dad was driving and my whole family was in, and my mom and my brother. And I was just sitting there and I was just thinking, why do I have to be in this car when I have the ability of super speed? And this was during my superhero phase, of course, I gravitated towards the red flash. But this time, I actually thought I had his superpowers and I could run and get to our destination.",59.0,84.0,25.0,0.30887112069345424,0.30887112069345424,run_1
1013,1,Pool Party,positive,5.0,And we were headed to my uncle's pool party in New Jersey. And it was a very exciting time. It was an annual summer pool party. And it was so different for me. It was this new world. It was suburbia. It was staying up late and going to the mall. And there was a pool table and a ping pong table and a pool for the pool party.,84.0,106.0,22.0,0.1672225700268481,0.1672225700268481,run_1
1013,1,Pool Party,positive,6.0,"And there was also Michael. Now, Michael was always introduced to me as Uncle Dan's partner. So I thought my Uncle Dan was in the FBI or something.",106.0,119.0,13.0,0.08797547031556517,0.08797547031556517,run_1
1013,1,Pool Party,positive,7.0,"But I was told to call him Uncle Michael, which kind of confused me because he wasn't my uncle. I always defined family, defined my uncles and aunts as people who were related to me by blood or by marriage and Michael was neither. ",119.0,136.0,17.0,-0.03727749287243489,-0.03727749287243489,run_1
1013,1,Pool Party,positive,8.0,"But I had no problem calling him Uncle Michael because he was like an uncle to me. He was amazing. He was the adult who would actually pay attention to my brother and I when we were little. All the other adults would just come up to us and be like, wow, you grew up so quickly. But Uncle Michael would actually play with us and talk with us and really make all these family gatherings so special for my brother and I.",136.0,158.0,22.0,-0.28395029598998495,-0.28395029598998495,run_1
1013,1,Pool Party,positive,9.0,"So we're at the pool party and my brother and I, we just want to get into the pool. Like that's our goal. We live in the city. We don't really get to do that that much. So the second we're in there, we jump in the pool and we're having some fun.",158.0,172.0,14.0,-0.5049634054214123,-0.5049634054214123,run_1
1013,1,Pool Party,positive,10.0,"I'm staying in the shallow end, but my brother, who just kind of learned to swim, is swimming all around. He's very excited. This is his new skill that I don't possess. And I'm just sitting there, and I'm waiting for Uncle Michael to get in the pool, because once Uncle Michael's in the pool, that means splash fights, that means diving contests, that means a really fun time.",172.0,193.0,21.0,-0.6393263041019738,-0.6393263041019738,run_1
1013,1,Pool Party,positive,11.0,But he's all the way at the other end of the backyard and he's grilling everything and I'm just waiting there watching my brother flex on me and swim all over the place. And I'm getting really envious and then it hits me. ,193.0,206.0,13.0,-0.9636239662003242,-0.9636239662003242,run_1
1013,1,Pool Party,positive,12.0,"Today, I have the abilities of the Flash. I have super speed. And if I put my super speed to work, I could probably use it and get to the deep end of that pool. If I'm moving super quickly, if my body's going, I'm going to float. I'm going to make it. I'm going to develop buoyancy.",206.0,223.0,17.0,-0.8587995031449667,-0.8587995031449667,run_1
1013,1,Pool Party,positive,13.0,"So I'm getting impatient. I'm not waiting for Uncle Michael and I decide to take off and I think I'm going really quickly like I'm running. I'm using all my force, but I'm a puny little five year old and I'm in water. So I'm moving very slowly and I'm running.",223.0,240.0,17.0,-0.5585892352635403,-0.5585892352635403,run_1
1013,1,Pool Party,positive,14.0,"And the way this pool is set up is there's a very shallow end, which I can stand in and then a steep incline and then a very deep end that I cannot swim in.",240.0,248.0,8.0,-0.5724140256494239,-0.5724140256494239,run_1
1013,1,Pool Party,positive,15.0,"So I take off and I'm running and the second I hit the ramp, I slide in and I lose all my power and I'm trying to break the surface of the water and I'm swimming up. and trying to break it but I can't and I'm getting tired and my eyes are sort of closing and this is a sensation known as drowning. So I'm drowning. and I'm in the pool drowning and I'm trying to call for help but no one can really hear me and my eyes are really coming down now",248.0,276.0,28.0,-0.7666363113711542,-0.7666363113711542,run_1
1013,1,Pool Party,positive,16.0,and all of a sudden I feel something grab me all around my stomach and pull me out of the pool and pull me onto the surface of the concrete that was right by the pool and open my eyes for a little second and I see Uncle Michael's face.,276.0,292.0,16.0,-0.8935287838505113,-0.8935287838505113,run_1
1013,1,Pool Party,positive,17.0,"And then he pulled me into the house and put me in the master bed, which was like temperpedic with a really nice warm pillow. And I fell right to sleep.",292.0,304.0,12.0,-1.2070621024250308,-1.2070621024250308,run_1
1013,1,Pool Party,positive,18.0,"Now, recently my biological uncle and Uncle Michael broke up. And this was really rough for me because it meant I really wouldn't get to see him. These pool parties would no longer have Uncle Michael at them, which was a really rough thing for me you know, he was such an influential part of my life. ",304.0,324.0,20.0,-1.1723198694972048,-1.1723198694972048,run_1
1013,1,Pool Party,positive,19.0,But he will forever change my definition of family. My definition of family is no longer related by blood or by marriage. It's someone who would run from the backyard and ruin his really nicely picked out summer outfit just because he saw that red bathing suit going up and down and he thought maybe there's a chance that David's in trouble and he jumped in and he saved my life.,324.0,348.0,24.0,-1.2709055186592633,-1.2709055186592633,run_1
1013,1,Pool Party,positive,20.0,"And I'll also never forget waking up on that summer day to a red Clifford the dog plate with a hot dog on it with a line of red tomato ketchup and a red post-it on it with writing on it that said, here I come to save the day. Love, Uncle Michael. Thank you.",348.0,367.0,19.0,-1.4319132859135115,-1.4319132859135115,run_1
1013,1,Pool Party,positive,,[applause],367.0,374.0,7.0,-0.855040085750821,-0.855040085750821,run_1
1013,1,Sea Ice,neutral,1.0,"I'm an arctic guy. I study arctic science. When I go to a cocktail party and I tell people what I do, they kind of run away from me usually. The northern hemisphere of your planet Earth, where you live, it's covered with an ocean, but on top of that ocean is a sea ice cover. ",376.0,389.0,13.0,-1.0937919878347926,-1.0937919878347926,run_1
1013,1,Sea Ice,neutral,2.0,"So when I started my research work in the arctic, and there wasn't much happening, really. It wasn't no big changes going on in the sea ice cover. We never really thought that sea ice would become sort of a fundamental characteristic of our international discourse about global warming and the fact that our planet is warming at a global scale.",389.0,408.0,19.0,-0.9032713772022583,-0.9032713772022583,run_1
1013,1,Sea Ice,neutral,3.0,And we're going to have at some point in the near future no ice in the northern hemisphere in summer. Now that's a very major change that's happened on our planet system. And I work with a whole bunch of scientists from all around the world that study this. And we study the sea ice itself. We also study the connections with glacial ice and the land and all those kind of things.,408.0,428.0,20.0,-0.9495934893135566,-0.9495934893135566,run_1
1013,1,Sea Ice,neutral,4.0,"But when you look at what's happening to the sea ice cover, this change that we have, this reduction, we found recently that this is significant over at least the last 1,450 years. So that includes the last medieval warm period it includes the cold periods before that it includes right up to before the industrial revolution so in fact what we're seeing in the Arctic right now is unique to our time scale of what we're talking about on the planet.",428.0,456.0,28.0,0.007400088630998871,0.007400088630998871,run_1
1013,1,Sea Ice,neutral,5.0,To do this work we have a whole bunch of tools. One of our largest and most visible tools is the research icebreaker the Amundsen. The Amundsen is a ship that will hold 40 scientists and we can deploy to the Arctic anywhere in the Arctic for any amount of time.,456.0,470.0,14.0,0.8331809121033673,0.8331809121033673,run_1
1013,1,Sea Ice,neutral,6.0,"So we've overwintered now twice in the high Arctic and we're studying everything in this system. So we study everything from the bottom of the ocean to the top of the atmosphere in the physical world, everything from viruses to whales in the biological world and all the connections between those.",470.0,483.0,13.0,1.1893393555529481,1.1893393555529481,run_1
1013,1,Sea Ice,neutral,7.0,"This takes a lot of people so the networks are not just here at the University of Manitoba but We have a national network called ArcticNet, which includes Laval University and many other universities across the country. We also have an international network, which includes universities around the world that study the Arctic.",483.0,498.0,15.0,1.22268347826008,1.22268347826008,run_1
1013,1,Sea Ice,neutral,8.0,Now I could talk for a long time about this. I write books about these kind of things. But I wanted to just highlight a few key things that are happening. And these are things that we were surprised about.,498.0,508.0,10.0,0.6785446502164239,0.6785446502164239,run_1
1013,1,Sea Ice,neutral,9.0,"First one is, multi-year sea ice is being replaced with very thin first-year sea ice. So multi-year sea ice is really, really thick, really, really hard. And this young stuff is very saline. It's very salty. Remember, it's an ocean that this ice forms on. Even if you were to taste it, you'd spit it out right away because it's really, really salty.",508.0,525.0,17.0,0.9080838861367738,0.9080838861367738,run_1
1013,1,Sea Ice,neutral,10.0,"The other thing is we're finding crystals in the ice itself called ikaite, which is associated with how CO2 moves through the systems. Up until just recently, we thought the ocean was capped by this ice cover and that CO2 couldn't move between the ocean and the atmosphere. CO2 is the big problem, right? This is what's causing our planet to warm, and we thought that it was decoupled in the Arctic, but we're finding, in fact, it's not. This young sea ice actually plays an active role in exchanging carbon dioxide with the surface.",525.0,551.0,26.0,0.4412910699608317,0.4412910699608317,run_1
1013,1,Sea Ice,neutral,11.0,"There are similar processes going on with bromine, mercury, and they're very reactive with the atmosphere, so we're very concerned about what these young ice types mean for the evolution of the Arctic atmosphere.",551.0,562.0,11.0,0.10530771158167308,0.10530771158167308,run_1
