subject,group,story,event_num,valence,event_start_sec,event_end_sec,event_duration_sec,transcript,mean_pupil_size,z_pupil
1040,1,Pool Party,1,positive,0,12,12,[applause],-48.324994123790276,-0.6813948223744631
1040,1,Pool Party,2,positive,12,35,23,"So, like many other younger children, when I was little, I lived what I call a phase-to-phase lifestyle. And this was pretty much, I was defined by whatever phase I was in. And these phases would be like TV shows or books or something that I just become obsessed with and devote my entire existence to and then have that whole thing completely shift in like a week. ",11.811858648315162,0.13002350872659965
1040,1,Pool Party,3,positive,35,43,8,And this would become a big dilemma come birthday time when grandma was getting me hot wheels when I had already fully transitioned into Power Rangers territory.,-49.16011050416154,-0.6926629334976699
1040,1,Pool Party,4,positive,43,59,16,"But there was something different to my phases and that was that I had this theme to them like this overarching theme and that was the color red. And it wasn't anything satanic or it was just, I really love the color red and all characters and things associated with it.",-7.214237233182981,-0.1266930012982652
1040,1,Pool Party,5,positive,59,84,25,"I remember I was five years old and in the back seat of a rental car that my dad was driving and my whole family was in, and my mom and my brother. And I was just sitting there and I was just thinking, why do I have to be in this car when I have the ability of super speed? And this was during my superhero phase, of course, I gravitated towards the red flash. But this time, I actually thought I had his superpowers and I could run and get to our destination.",9.863510891297244,0.10373471886599538
1040,1,Pool Party,6,positive,84,106,22,And we were headed to my uncle's pool party in New Jersey. And it was a very exciting time. It was an annual summer pool party. And it was so different for me. It was this new world. It was suburbia. It was staying up late and going to the mall. And there was a pool table and a ping pong table and a pool for the pool party.,49.57496065283809,0.6395558801965342
1040,1,Pool Party,7,positive,106,119,13,"And there was also Michael. Now, Michael was always introduced to me as Uncle Dan's partner. So I thought my Uncle Dan was in the FBI or something.",-84.15514098357345,-1.1648460943964154
1040,1,Pool Party,8,positive,119,136,17,"But I was told to call him Uncle Michael, which kind of confused me because he wasn't my uncle. I always defined family, defined my uncles and aunts as people who were related to me by blood or by marriage and Michael was neither. ",18.06223645442313,0.214359001762839
1040,1,Pool Party,9,positive,136,158,22,"But I had no problem calling him Uncle Michael because he was like an uncle to me. He was amazing. He was the adult who would actually pay attention to my brother and I when we were little. All the other adults would just come up to us and be like, wow, you grew up so quickly. But Uncle Michael would actually play with us and talk with us and really make all these family gatherings so special for my brother and I.",67.08949610347348,0.8758771120245665
1040,1,Pool Party,10,positive,158,172,14,"So we're at the pool party and my brother and I, we just want to get into the pool. Like that's our goal. We live in the city. We don't really get to do that that much. So the second we're in there, we jump in the pool and we're having some fun.",-108.65620251801647,-1.4954355673078388
1040,1,Pool Party,11,positive,172,193,21,"I'm staying in the shallow end, but my brother, who just kind of learned to swim, is swimming all around. He's very excited. This is his new skill that I don't possess. And I'm just sitting there, and I'm waiting for Uncle Michael to get in the pool, because once Uncle Michael's in the pool, that means splash fights, that means diving contests, that means a really fun time.",-63.16012908899774,-0.8815632698445189
1040,1,Pool Party,12,positive,193,206,13,But he's all the way at the other end of the backyard and he's grilling everything and I'm just waiting there watching my brother flex on me and swim all over the place. And I'm getting really envious and then it hits me. ,121.68568840157445,1.6125360690018855
1040,1,Pool Party,13,positive,206,223,17,"Today, I have the abilities of the Flash. I have super speed. And if I put my super speed to work, I could probably use it and get to the deep end of that pool. If I'm moving super quickly, if my body's going, I'm going to float. I'm going to make it. I'm going to develop buoyancy.",25.264514791536715,0.31153835849726425
1040,1,Pool Party,14,positive,223,240,17,"So I'm getting impatient. I'm not waiting for Uncle Michael and I decide to take off and I think I'm going really quickly like I'm running. I'm using all my force, but I'm a puny little five year old and I'm in water. So I'm moving very slowly and I'm running.",12.419169378870938,0.13821786936789868
1040,1,Pool Party,15,positive,240,248,8,"And the way this pool is set up is there's a very shallow end, which I can stand in and then a steep incline and then a very deep end that I cannot swim in.",-77.65196683030088,-1.0770996548162644
