source,target,weight
1,2,0.42482322454452515
1,3,0.2249198853969574
1,4,0.25656068325042725
1,5,0.17605143785476685
1,6,0.34258556365966797
1,8,0.31997326016426086
1,9,0.10597170144319534
1,10,0.37431618571281433
1,11,0.19976921379566193
1,12,0.39401596784591675
1,13,0.33697348833084106
1,14,0.37924817204475403
1,15,0.2082374393939972
1,16,0.15190505981445312
1,17,0.24315908551216125
1,18,0.2825366258621216
1,19,0.18236394226551056
1,20,0.1675984263420105
1,22,0.312820702791214
1,23,0.1659250557422638
1,24,0.21492674946784973
1,25,0.2918592691421509
1,26,0.29537221789360046
1,27,0.3457070589065552
1,28,0.38667190074920654
1,29,0.2656838595867157
1,31,0.27401304244995117
1,32,0.2838389277458191
1,33,0.23834559321403503
1,34,0.32588738203048706
1,35,0.4384561777114868
1,36,0.3490021824836731
1,37,0.37918344140052795
1,38,0.3702659606933594
1,39,0.22056296467781067
1,40,0.3085607886314392
1,41,0.32161805033683777
1,42,0.2842089533805847
1,43,0.2996973693370819
1,44,0.28409141302108765
1,45,0.2245790809392929
1,46,0.15785202383995056
1,47,0.15655560791492462
1,48,0.10713193565607071
1,49,0.2603016495704651
1,50,0.2516309320926666
1,51,0.18166115880012512
1,52,0.20616364479064941
1,53,0.21713243424892426
1,54,0.225979283452034
1,55,0.22357778251171112
2,3,0.25427553057670593
2,4,0.2484976202249527
2,5,0.3359495997428894
2,6,0.31531059741973877
2,7,0.18267124891281128
2,8,0.37952539324760437
2,9,0.12883710861206055
2,10,0.3455122113227844
2,11,0.2050882875919342
2,12,0.41849377751350403
2,13,0.3866850733757019
2,14,0.4255210757255554
2,15,0.34040871262550354
2,16,0.2034270167350769
2,17,0.23654194176197052
2,18,0.388155460357666
2,19,0.2980979382991791
2,20,0.3550073206424713
2,21,0.26084327697753906
2,22,0.37438857555389404
2,23,0.32102465629577637
2,24,0.33044660091400146
2,25,0.28541356325149536
2,26,0.24348987638950348
2,27,0.3743707537651062
2,28,0.4337027072906494
2,29,0.33409953117370605
2,30,0.1777157336473465
2,31,0.38043275475502014
