source,target,weight
1,2,0.42375999689102173
1,3,0.4195424020290375
1,4,0.10634118318557739
1,5,0.16335974633693695
1,6,0.1455463021993637
1,7,0.13235974311828613
1,8,0.14878001809120178
1,9,0.18103931844234467
1,11,0.12116549909114838
1,15,0.13276754319667816
1,19,0.11358825862407684
1,20,0.1624656766653061
1,22,0.17197586596012115
1,23,0.21121016144752502
1,25,0.13824477791786194
1,26,0.1821923702955246
1,27,0.14186954498291016
1,28,0.13794788718223572
1,29,0.11658703535795212
2,3,0.3868064880371094
2,4,0.23996134102344513
2,5,0.19098249077796936
2,6,0.18059533834457397
2,7,0.3091391921043396
2,8,0.25221848487854004
2,9,0.2546541690826416
2,10,0.1580791175365448
2,11,0.23093974590301514
2,12,0.19288574159145355
2,13,0.17613032460212708
2,14,0.319561243057251
2,15,0.21511797606945038
2,16,0.14280036091804504
2,17,0.1994597166776657
2,18,0.225541889667511
2,19,0.3308349549770355
2,20,0.23543956875801086
2,23,0.2921932339668274
2,24,0.20253640413284302
2,25,0.15738163888454437
2,26,0.2636054754257202
2,27,0.11880955100059509
2,28,0.21820637583732605
2,29,0.21716108918190002
3,4,0.3640344738960266
3,5,0.28365838527679443
3,6,0.3295283615589142
3,7,0.30775317549705505
3,8,0.4539526402950287
3,9,0.3006323575973511
3,10,0.1961096227169037
3,11,0.3533646762371063
3,12,0.33807626366615295
3,13,0.3337318003177643
3,14,0.3042134940624237
3,15,0.32671618461608887
3,16,0.15865327417850494
3,17,0.3148191571235657
3,18,0.2075738161802292
3,19,0.42954495549201965
3,20,0.15655356645584106
3,21,0.16572755575180054
3,22,0.27694541215896606
3,23,0.3050699830055237
3,24,0.4114935100078583
3,25,0.2891150712966919
3,26,0.3462367653846741
3,27,0.11811711639165878
3,28,0.25073203444480896
3,29,0.33403027057647705
4,5,0.40992307662963867
4,6,0.632790744304657
4,7,0.5113218426704407
4,8,0.6253758668899536
4,9,0.45235419273376465
4,10,0.5884730815887451
4,11,0.32479050755500793
4,12,0.4666963219642639
4,13,0.3407588303089142
4,14,0.35547521710395813
4,15,0.41568341851234436
4,16,0.24544796347618103
4,17,0.4459259510040283
4,18,0.33176690340042114
4,19,0.5052300095558167
4,20,0.21067897975444794
4,21,0.1706317961215973
4,22,0.2591545581817627
4,23,0.4700506925582886
4,24,0.4301716089248657
4,25,0.35586240887641907
4,26,0.2497275173664093
4,27,0.18214629590511322
4,28,0.3870077431201935
4,29,0.40419718623161316
5,6,0.35923153162002563
5,7,0.301226943731308
5,8,0.3423682153224945
5,9,0.21091818809509277
5,10,0.48448923230171204
5,11,0.4878597855567932
5,12,0.3422859311103821
5,13,0.223417267203331
5,14,0.21918149292469025
5,15,0.17884217202663422
5,16,0.157448872923851
5,17,0.34993937611579895
5,18,0.2725971043109894
5,19,0.3081311285495758
5,20,0.22714026272296906
5,21,0.11967871338129044
5,22,0.22138351202011108
5,23,0.34982365369796753
5,24,0.33609631657600403
5,25,0.23431435227394104
5,26,0.17108359932899475
5,27,0.1653294861316681
5,28,0.1954522281885147
5,29,0.2909713089466095
6,7,0.5519335865974426
6,8,0.7425708174705505
6,9,0.6371029615402222
6,10,0.4583386778831482
6,11,0.38829177618026733
6,12,0.5207676887512207
6,13,0.44065260887145996
6,14,0.37273526191711426
6,15,0.4760458469390869
6,16,0.37775081396102905
6,17,0.4751840829849243
6,18,0.4362122714519501
6,19,0.6625127792358398
6,20,0.29491057991981506
6,21,0.1591719388961792
6,22,0.42273810505867004
6,23,0.616723895072937
6,24,0.6181811690330505
6,25,0.4736248254776001
6,26,0.2920197546482086
6,27,0.19475983083248138
6,28,0.4618963301181793
6,29,0.5009258985519409
7,8,0.5952181816101074
7,9,0.4665719270706177
7,10,0.3767973780632019
7,11,0.37072888016700745
7,12,0.38015660643577576
7,13,0.3971349000930786
7,14,0.3544047474861145
7,15,0.5167701244354248
7,16,0.34327587485313416
7,17,0.419066458940506
7,18,0.4327576458454132
7,19,0.5019652247428894
7,20,0.3104087710380554
7,22,0.33408859372138977
7,23,0.42556115984916687
7,24,0.4770219922065735
7,25,0.3797759711742401
7,26,0.28352561593055725
7,27,0.19384059309959412
7,28,0.3934513032436371
7,29,0.42590951919555664
8,9,0.6020698547363281
8,10,0.40120452642440796
8,11,0.4527851939201355
8,12,0.5959621071815491
8,13,0.5016172528266907
8,14,0.4298679828643799
8,15,0.5724367499351501
8,16,0.3919354975223541
8,17,0.553833544254303
8,18,0.37171506881713867
8,19,0.6961089968681335
8,20,0.2702299654483795
8,21,0.19855785369873047
8,22,0.35387876629829407
8,23,0.5957862138748169
8,24,0.5930335521697998
8,25,0.4304516315460205
8,26,0.32096782326698303
8,27,0.2595551609992981
8,28,0.48346689343452454
8,29,0.5286893844604492
9,10,0.34584158658981323
9,11,0.35597366094589233
9,12,0.3954399526119232
9,13,0.42746371030807495
9,14,0.364778608083725
9,15,0.5109286904335022
9,16,0.3427421450614929
9,17,0.4747503995895386
9,18,0.5024532079696655
9,19,0.5650382041931152
9,20,0.19078658521175385
9,22,0.3728216588497162
9,23,0.43353497982025146
9,24,0.4902289807796478
9,25,0.3539709448814392
9,26,0.3022322952747345
9,27,0.20170174539089203
9,28,0.3145127594470978
9,29,0.36245137453079224
10,11,0.3411295413970947
10,12,0.425246924161911
10,13,0.3152971565723419
10,14,0.25219327211380005
10,15,0.24448712170124054
10,16,0.29559600353240967
10,17,0.4295390546321869
10,18,0.4531024396419525
10,19,0.3473004996776581
10,20,0.2184286266565323
10,21,0.1279538869857788
10,22,0.2726585865020752
10,23,0.30678486824035645
