subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1024,Sea Ice,1,neutral,0,381,381,632.8708399853822,-0.5189478366852148
1024,Dont Look,2,negative,383,1093,710,629.1384871659509,-0.879832825734611
1024,Impatient Billionaire,3,positive,1095,1425,330,652.7044146358331,1.3987806624198038
