subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1035,Dont Look,1,negative,0,710,710,842.0912588990717,-1.3257182528618712
1035,Pool Party,2,positive,712,1086,374,892.0832767102494,1.0893017785210535
1035,Grandfather Clocks,3,neutral,1088,1623,535,874.428161322633,0.2364164743408066
