subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1026,Dont Look,1,negative,0,710,710,899.7287456267399,-1.4070939232836563
1026,Pool Party,2,positive,712,1086,374,1415.9252404156864,0.8262865978383528
1026,Grandfather Clocks,3,neutral,1088,1623,535,1359.188137734692,0.580807325445305
