subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1010,Pool Party,1,positive,0,374,374,1700.4762462311664,1.2232522361786375
1010,Sea Ice,2,neutral,376,757,381,1539.8168565417118,0.0029798329174856248
1010,Natalie Wood,3,negative,759,1574,815,1377.9805047167042,-1.226232069096118
