subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1022,Pool Party,1,positive,0,374,374,10.085743580850657,1.1169247124486306
1022,Sea Ice,2,neutral,376,757,381,5.487079033402695,0.19277621443161008
1022,Natalie Wood,3,negative,759,1574,815,-1.9894124373160258,-1.3097009268802409
