subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1001,Pool Party,1,positive,0,374,374,1329.9406968035298,1.3426446322346792
1001,Sea Ice,2,neutral,376,757,381,668.1647198170776,-0.28664187256899454
1001,Natalie Wood,3,negative,759,1574,815,355.66931080678387,-1.0560027596656854
