subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1035,Dont Look,1,negative,0,710,710,3.264937624188518,1.2166375001825545
1035,Pool Party,2,positive,712,1086,374,-3.0333412543529854,-1.232694354084706
1035,Grandfather Clocks,3,neutral,1088,1623,535,0.17773173443549933,0.016056853902151613
