subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1038,Dont Look,1,negative,0,710,710,726.1694215421828,-0.5730716793400201
1038,Pool Party,2,positive,712,1086,374,919.2144133936606,1.4062195618674018
1038,Grandfather Clocks,3,neutral,1088,1623,535,700.8035696251903,-0.8331478825273829
