subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1025,Pool Party,1,positive,0,374,374,3.7353829067564774,1.2146424210372897
1025,Sea Ice,2,neutral,376,757,381,-2.1530322314987416,0.01996089648147041
1025,Natalie Wood,3,negative,759,1574,815,-8.3366006200522,-1.2346033175187598
