subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1042,Sea Ice,1,neutral,0,381,381,1136.8352829201367,1.4141617154521104
1042,Dont Look,2,negative,383,1093,710,969.8132234732016,-0.6965936315840398
1042,Impatient Billionaire,3,positive,1095,1425,330,968.153535048785,-0.7175680838680765
