subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1023,Dont Look,1,negative,0,710,710,-1.4311900664235975,-1.312555499561107
1023,Pool Party,2,positive,712,1086,374,9.52158368775766,0.20031882023873668
1023,Grandfather Clocks,3,neutral,1088,1623,535,16.12360598546037,1.1122366793223704
