subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1030,Sea Ice,1,neutral,0,381,381,696.4309220687396,-0.5099295303562756
1030,Dont Look,2,negative,383,1093,710,525.6046236588234,-0.8873919678754958
1030,Impatient Billionaire,3,positive,1095,1425,330,1559.5860362398323,1.3973214982317717
