subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1018,Sea Ice,1,neutral,0,381,381,833.1410852811607,-0.8894778394143239
1018,Dont Look,2,negative,383,1093,710,867.3465563656442,-0.507428019381315
1018,Impatient Billionaire,3,positive,1095,1425,330,1037.8443134371073,1.3969058587956389
