subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1026,Dont Look,1,negative,0,710,710,896.0856781538469,-1.4084344633859323
1026,Pool Party,2,positive,712,1086,374,1398.116736567279,0.8148258740320039
1026,Grandfather Clocks,3,neutral,1088,1623,535,1348.163995677177,0.5936085893539294
