subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1004,Pool Party,1,positive,0,374,374,1607.2603265906926,1.1977568802881364
1004,Sea Ice,2,neutral,376,757,381,1471.845102831944,-1.250057249528881
1004,Natalie Wood,3,negative,759,1574,815,1543.892668131677,0.05230036924075284
