subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1020,Dont Look,1,negative,0,710,710,-1.4272819931391143,0.2741152922677668
1020,Pool Party,2,positive,712,1086,374,2.949754015798732,1.0644603957234653
1020,Grandfather Clocks,3,neutral,1088,1623,535,-10.358578538178799,-1.3385756879912323
