subject,story,order,valence,story_start_sec,story_end_sec,story_duration_sec,mean_pupil_size,z_pupil
1027,Sea Ice,1,neutral,0,381,381,769.1723609575333,-1.1110090140023718
1027,Dont Look,2,negative,383,1093,710,1035.1428962872847,-0.20228453231259846
1027,Impatient Billionaire,3,positive,1095,1425,330,1478.7307174903049,1.3132935463149704
