time_in_ms,pupilSize
0.0,-0.05384773166841803
20.0,-0.07560323123023877
40.0,-0.1002248089724167
60.0,-0.1267631894561356
80.0,-0.1543368522175986
100.0,-0.18223591414455217
120.0,-0.20995994149958344
140.0,-0.23720730896824532
160.0,-0.263839833628962
180.0,-0.28984440003022865
200.0,-0.31530626722823035
220.0,-0.3403993358111926
240.0,-0.3653889191556749
260.0,-0.39063416555607455
280.0,-0.4165716982370845
300.0,-0.4436607526352465
320.0,-0.4722745326044874
340.0,-0.5025337726620067
360.0,-0.534096727412025
380.0,-0.5659433871725755
400.0,-0.596216387295484
420.0,-0.6221993486162134
440.0,-0.6405145402270567
460.0,-0.6475928363315268
480.0,-0.6403969722983148
500.0,-0.6172545451781472
520.0,-0.5784884949092229
540.0,-0.5264926143328478
560.0,-0.46526376019460086
580.0,-0.39970323401143043
600.0,-0.3349191917417229
620.0,-0.2755939082902907
640.0,-0.22543332678899872
660.0,-0.18674209984568343
680.0,-0.1602393002192226
700.0,-0.14521838564665246
720.0,-0.1399828268854978
740.0,-0.14234635176033605
760.0,-0.15003317501364563
780.0,-0.1609627719462503
800.0,-0.17350008110002824
820.0,-0.18666378154839774
840.0,-0.2001743153004856
860.0,-0.21428137610703332
880.0,-0.22949247666506858
900.0,-0.24643929493844088
920.0,-0.26589387611636645
940.0,-0.28878299834263094
960.0,-0.31605587189705225
980.0,-0.34836034682042577
1000.0,-0.3855960817244531
1020.0,-0.42651983580223735
1040.0,-0.4688094565262871
1060.0,-0.5096477223087402
1080.0,-0.5464244232348672
1100.0,-0.5773409994942859
1120.0,-0.6016618653600861
1140.0,-0.6195975551666449
1160.0,-0.6319678117954312
1180.0,-0.6397878338017605
1200.0,-0.6440105931506779
1220.0,-0.6455132791980847
1240.0,-0.6451369369855054
1260.0,-0.6436264677077169
1280.0,-0.6415319658927325
1300.0,-0.6391666293508862
1320.0,-0.6366492624932047
1340.0,-0.6339843760896242
1360.0,-0.631123285531108
1380.0,-0.6280064098516179
1400.0,-0.6245952629246262
1420.0,-0.6208995052410458
1440.0,-0.6170003798187448
1460.0,-0.6130673011042008
1480.0,-0.6093600630847914
1500.0,-0.6062062094534093
1520.0,-0.6039429288477611
1540.0,-0.6028167592254406
1560.0,-0.6028433559690721
1580.0,-0.6036435816867491
1600.0,-0.6042895854931011
1620.0,-0.6032115321874794
1640.0,-0.598225884998262
1660.0,-0.5867410290949918
1680.0,-0.5661656787681446
1700.0,-0.534480753722848
1720.0,-0.4908309836882813
1740.0,-0.4358783209147866
1760.0,-0.3717368455213877
1780.0,-0.3016397443074982
1800.0,-0.22958144414991932
1820.0,-0.16002839168272878
1840.0,-0.09767220685058695
1860.0,-0.04713002401644732
1880.0,-0.012477644868493112
1900.0,0.003385907456955758
1920.0,-0.0006487680606835841
1940.0,-0.02358517297362079
1960.0,-0.062395230893839984
1980.0,-0.11251497502094168
2000.0,-0.16869413260158683
2020.0,-0.22596328309161381
2040.0,-0.2804417448664854
2060.0,-0.32978684930429863
2080.0,-0.3732136920403942
2100.0,-0.4111694871676202
2120.0,-0.44484189174707467
2140.0,-0.4756817415725274
2160.0,-0.5050439943112504
2180.0,-0.5339811151147494
2200.0,-0.5631769952881426
2220.0,-0.5929844067609903
2240.0,-0.6235206267735922
2260.0,-0.6547786911163903
2280.0,-0.6867206428903903
2300.0,-0.7193303995743234
2320.0,-0.7526153852304683
2340.0,-0.7865572018389589
2360.0,-0.8210224879427516
2380.0,-0.8556559053792375
2400.0,-0.8897873264939952
2420.0,-0.9223928361369063
2440.0,-0.9521505896419975
2460.0,-0.9776230179085557
2480.0,-0.9975705518842121
2500.0,-1.0113333103251285
2520.0,-1.0190609834873874
2540.0,-1.0216200447587342
2560.0,-1.0202970641899598
2580.0,-1.0164710627713651
2600.0,-1.011356103820176
2620.0,-1.0058530543425916
2640.0,-1.0005083627155344
2660.0,-0.9955556086350088
2680.0,-0.9910078663798031
2700.0,-0.9867701989657229
2720.0,-0.982747025388389
2740.0,-0.9789251984537061
2760.0,-0.9754186321011598
2780.0,-0.9724641149451819
2800.0,-0.9703617145054098
2820.0,-0.9693587658122569
2840.0,-0.9694856058142934
2860.0,-0.970364752239875
2880.0,-0.9710320839533827
2900.0,-0.9698251480390987
2920.0,-0.9644034625216845
2940.0,-0.9519594065458142
2960.0,-0.9296452598044274
2980.0,-0.8951713914603412
3000.0,-0.8474063175239088
3020.0,-0.7867077440913327
3040.0,-0.7148980161079517
3060.0,-0.6350798959720227
3080.0,-0.551457613490539
3100.0,-0.46906288782629435
3120.0,-0.39330161112483075
3140.0,-0.3293736095453166
3160.0,-0.28164885424801944
3180.0,-0.25306613235177533
3200.0,-0.24468673188339365
3220.0,-0.255510190959866
3240.0,-0.2826379062041595
3260.0,-0.3217826781947461
3280.0,-0.3680331686580404
3300.0,-0.4166736024849483
3320.0,-0.46384273332366843
3340.0,-0.5069187949451917
3360.0,-0.5446296677653429
3380.0,-0.5769457800949813
3400.0,-0.6047935581323122
3420.0,-0.629652785582818
3440.0,-0.6531467545868699
3460.0,-0.6767474459232244
3480.0,-0.7016051396910764
3500.0,-0.7284132693737277
3520.0,-0.7573365815916159
3540.0,-0.7880681587530156
3560.0,-0.8199587411432934
3580.0,-0.8521605652070772
3600.0,-0.8837959792334258
3620.0,-0.9141140568687723
3640.0,-0.9425657040042921
3660.0,-0.9687834579689236
3680.0,-0.9925106606752043
3700.0,-1.0135553660869256
3720.0,-1.0317900764463188
3740.0,-1.0471572586055657
3760.0,-1.0596419032228206
3780.0,-1.0692267280090288
3800.0,-1.075871374371211
3820.0,-1.0795323666578476
3840.0,-1.08017718629417
3860.0,-1.0778196025522357
3880.0,-1.0725755155497665
3900.0,-1.0647235181007122
3920.0,-1.0547251687536479
3940.0,-1.0431783638335625
3960.0,-1.0307350137716562
3980.0,-1.0180179002503247
4000.0,-1.0056111631123912
4020.0,-0.9940484014193388
4040.0,-0.983716278624851
4060.0,-0.9747458569815124
4080.0,-0.9669737982973844
4100.0,-0.9600123842007623
4120.0,-0.9534258266014763
4140.0,-0.9469141785513956
4160.0,-0.9403725717147611
4180.0,-0.9338592671570998
4200.0,-0.927542348441058
4220.0,-0.9216177719418039
4240.0,-0.9162559926755899
4260.0,-0.9115732920491576
4280.0,-0.9076505857572031
4300.0,-0.9046160766650831
4320.0,-0.9026968405214321
4340.0,-0.9022062455673696
4360.0,-0.9034567703649381
4380.0,-0.906631490601192
4400.0,-0.9117258839583464
4420.0,-0.9185715504391982
4440.0,-0.9268928982697657
4460.0,-0.936355038080946
4480.0,-0.9466107639985847
4500.0,-0.9573426683369375
4520.0,-0.9682876092398138
4540.0,-0.979241396973805
4560.0,-0.9900494652610016
4580.0,-1.0005929752446219
4600.0,-1.0107801462369477
4620.0,-1.0205504019624674
4640.0,-1.0298947617666194
4660.0,-1.0388902823591555
4680.0,-1.0477398371110358
4700.0,-1.0568019968875344
4720.0,-1.0665906593760572
4740.0,-1.0777223532539222
4760.0,-1.0907932089897197
4780.0,-1.106179733203421
4800.0,-1.1237791179468424
4820.0,-1.1427352199908318
4840.0,-1.16123176682865
4860.0,-1.176466984445062
4880.0,-1.1849405416369598
4900.0,-1.1831392708908113
4920.0,-1.1684829596520312
4940.0,-1.1400900963367706
4960.0,-1.0990098922642557
4980.0,-1.0479661325789238
5000.0,-0.9907740430066241
5020.0,-0.9315449762425065
5040.0,-0.8738626070135935
5060.0,-0.820147345765489
5080.0,-0.7713259714450507
5100.0,-0.7268730632826033
5120.0,-0.6852195098483563
5140.0,-0.6443363787811054
5160.0,-0.6022526197537266
5180.0,-0.5574403593637949
5200.0,-0.5091135274184286
5220.0,-0.4573822582886943
5240.0,-0.4032219647768617
5260.0,-0.3483103715903763
5280.0,-0.2948274592888452
5300.0,-0.245275776227658
5320.0,-0.202241511830069
5340.0,-0.16809033655811284
5360.0,-0.14465271229906085
5380.0,-0.13286503049205883
5400.0,-0.13241214442078386
5420.0,-0.14150651539496018
5440.0,-0.15691898579367403
5460.0,-0.17430452456618548
5480.0,-0.18887616818835565
5500.0,-0.19643999885934246
5520.0,-0.19460294554933769
5540.0,-0.18371525913105796
5560.0,-0.16716964181069746
5580.0,-0.1508683744953475
5600.0,-0.14168964503726972
5620.0,-0.1450047909069247
5640.0,-0.16227903261398366
5660.0,-0.1905255160939751
5680.0,-0.22389241234078142
5700.0,-0.25599281809023283
5720.0,-0.28160806691189544
5740.0,-0.2973658353455492
5760.0,-0.3016803772338909
5780.0,-0.29438220016182426
5800.0,-0.2763138865859786
5820.0,-0.2489634710090861
5840.0,-0.21420511140818038
5860.0,-0.17416299323705794
5880.0,-0.13112494025108762
5900.0,-0.0874079757791402
5920.0,-0.04517191327389754
5940.0,-0.006240388290236868
5960.0,0.02798100389769695
5980.0,0.05651282660162981
6000.0,0.07874546711172588
6020.0,0.09429859885713697
6040.0,0.10282960524958276
6060.0,0.10391569263787269
6080.0,0.09709261343999866
6100.0,0.08200693219890622
6120.0,0.05860354006091479
6140.0,0.027279031666725517
6160.0,-0.011059644619232301
6180.0,-0.055030081533784636
6200.0,-0.10290742510775296
6220.0,-0.15281575717583123
6240.0,-0.20292359282048922
6260.0,-0.2516751832897422
6280.0,-0.29795846582920593
6300.0,-0.3411148205879284
6320.0,-0.3808363777535771
6340.0,-0.41704476828423925
6360.0,-0.449788473879133
6380.0,-0.47917169156660294
6400.0,-0.5053147661311741
6420.0,-0.5284172064845425
6440.0,-0.548922454756004
6460.0,-0.5676140347947594
6480.0,-0.5855293707275876
6500.0,-0.6037317993838923
6520.0,-0.6230594777075342
6540.0,-0.6439683028330423
6560.0,-0.6664923168234651
6580.0,-0.6902728021852652
6600.0,-0.7146300444564075
6620.0,-0.7386757723840702
6640.0,-0.7614505697611742
6660.0,-0.7820819938704446
6680.0,-0.7999600995738549
6700.0,-0.8148432829969692
6720.0,-0.8267980136009269
6740.0,-0.8360326359811193
6760.0,-0.8427556045383283
6780.0,-0.8470510069144295
6800.0,-0.8487574265919876
6820.0,-0.8474503075450917
6840.0,-0.8425511955558898
6860.0,-0.8334817750095027
6880.0,-0.8197820711370466
6900.0,-0.8012468368692532
6920.0,-0.7780397352761208
6940.0,-0.7507452206567884
6960.0,-0.7203649398515114
6980.0,-0.6882554108711088
7000.0,-0.6560349961449271
7020.0,-0.6254611348879116
7040.0,-0.5983181823313024
7060.0,-0.5763541891413352
7080.0,-0.561220062640553
7100.0,-0.5544050584107895
7120.0,-0.5571109388855117
7140.0,-0.5700668622483896
7160.0,-0.5934357732936841
7180.0,-0.6268095622294316
7200.0,-0.6691960940284443
7220.0,-0.719075047881686
7240.0,-0.7745602884080037
7260.0,-0.8335945926185873
7280.0,-0.8941290693844478
7300.0,-0.9542647640838741
7320.0,-1.0123538829030925
7340.0,-1.0670912292043726
7360.0,-1.1176147367743818
7380.0,-1.1635348746330896
7400.0,-1.2048992131236917
7420.0,-1.242080258375935
7440.0,-1.2755808141148244
7460.0,-1.3058522077918
7480.0,-1.3332116381083456
7500.0,-1.35780576619472
7520.0,-1.3796366534590443
7540.0,-1.3986816808122187
7560.0,-1.4149971291674759
7580.0,-1.4288016281117046
7600.0,-1.4404917487105895
7620.0,-1.4505154369975117
7640.0,-1.4591796921382143
7660.0,-1.4665225433174982
7680.0,-1.472279598858774
7700.0,-1.4759626052527903
7720.0,-1.4770209237925866
7740.0,-1.4750233113107172
7760.0,-1.4698380074337456
7780.0,-1.461805911587882
7800.0,-1.4518209679716667
7820.0,-1.441283634546902
7840.0,-1.4319298930012996
7860.0,-1.4254879735817871
7880.0,-1.4232585575253591
7900.0,-1.4258375976841229
7920.0,-1.433079478407337
7940.0,-1.4442722226967817
7960.0,-1.4584246950861088
7980.0,-1.4745375826278775
8000.0,-1.4918076240800184
8020.0,-1.509734698015085
8040.0,-1.5281306752829773
8060.0,-1.5470594129517814
8080.0,-1.566750624621532
8100.0,-1.5875017764371606
8120.0,-1.6095803078270832
8140.0,-1.6331428736339615
8160.0,-1.6581728739119233
8180.0,-1.6844426358696851
8200.0,-1.7114987934944037
8220.0,-1.7387058320189304
8240.0,-1.7653827920114056
8260.0,-1.7909516058530002
8280.0,-1.8150034740715288
8300.0,-1.8372792170116974
8320.0,-1.857576304591194
8340.0,-1.8756790642816124
8360.0,-1.8914178053347275
8380.0,-1.9047718018442268
8400.0,-1.9158623313373926
8420.0,-1.924833425187225
8440.0,-1.9317063780151271
8460.0,-1.9362857231033945
8480.0,-1.9381544584770152
8500.0,-1.9368070442877605
8520.0,-1.9318615756151611
8540.0,-1.9231932926128275
8560.0,-1.910990626158573
8580.0,-1.89578363977153
8600.0,-1.8784164473060398
8620.0,-1.859953335844591
8640.0,-1.8415499200280185
8660.0,-1.8243089472634433
8680.0,-1.8091187904259274
8700.0,-1.7965097181093321
8720.0,-1.7866670992527796
8740.0,-1.7795744917389977
8760.0,-1.7751218541729534
8780.0,-1.7731106349780739
8800.0,-1.7731916149582378
8820.0,-1.7748198071137433
8840.0,-1.7772674583362473
8860.0,-1.7796679946967071
8880.0,-1.7810673239592147
8900.0,-1.7805040893123902
8920.0,-1.7771038915976172
8940.0,-1.7701987399587022
8960.0,-1.7594946597688026
8980.0,-1.7451949609321251
9000.0,-1.7280435139418677
9020.0,-1.7092515158495734
9040.0,-1.6902574539116706
9060.0,-1.6724601754422406
9080.0,-1.6570740243086008
9100.0,-1.6450332467417432
9120.0,-1.6369030875951882
9140.0,-1.6328504200104452
9160.0,-1.6326943232369429
9180.0,-1.6359954608184197
9200.0,-1.642146064529221
9220.0,-1.6504667652104121
9240.0,-1.6603412497220411
9260.0,-1.671322143250774
9280.0,-1.6831332175928229
9300.0,-1.6956450359313016
9320.0,-1.7088433763020494
9340.0,-1.7227494902507559
9360.0,-1.7373288845494324
9380.0,-1.752447498103944
9400.0,-1.7678718246565908
9420.0,-1.7832816303815258
9440.0,-1.798239112938855
9460.0,-1.8121188803302462
9480.0,-1.824084850285668
9500.0,-1.83319659263272
9520.0,-1.8385774480883945
9540.0,-1.8395229998907945
9560.0,-1.8355778490183956
9580.0,-1.8265956568265174
9600.0,-1.8126974704539685
9620.0,-1.7941277312745807
9640.0,-1.771145302560577
9660.0,-1.7440433447412567
9680.0,-1.713277466483086
9700.0,-1.6796123141437167
9720.0,-1.6441457858577284
9740.0,-1.6081889527175692
9760.0,-1.5731181818045972
9780.0,-1.5402766982218001
9800.0,-1.510884863872944
9820.0,-1.48595241439787
9840.0,-1.4662165995186354
9860.0,-1.4521119206419404
9880.0,-1.4437674515214836
9900.0,-1.4410073572736566
9920.0,-1.4433707242839806
9940.0,-1.4502081129256024
9960.0,-1.4607713880446846
9980.0,-1.4741939806937878
10000.0,-1.4893740027397027
10020.0,-1.504791604688329
10040.0,-1.5182930207493275
10060.0,-1.5269231800303198
